Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Atributos AI-PAVE-BR,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Atributos Multimídia,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54
lojaolist||OLSRLYEF9Q26J727,Celular,Celular Multilaser Up Play Dual Sim 32 Mb Preto 32 Mb Ram,"Celular multilaser up play dual sim 32 mb preto 32 mb ram Se procura um aparelho que lhe permita estar sempre em contacto, este telefone up play é uma excelente opção. Você poderá se comunicar imediatamente com amigos ou com pessoas de sua família. E também, se você estiver trabalhando, conseguirá uma maior colaboração com sua equipe. Fotos instantâneasCapture os seus melhores momentos e reviva-os sempre que quiser com a câmera traseira 0.3 mpx. Conteúdos compartilhadosConecte seu celular a outros dispositivos via bluetooth e transmita fotos, músicas, contatos e muito mais sem estar conectado à internet. Entretenimento que o acompanhaCom o seu up play você poderá sintonizar o rádio, manter-se atualizado com as últimas notícias e ouvir seus programas favoritos. Tecnologia dual simCom o seu sistema dual sim, você sentirá o conforto de ter duas linhas num único dispositivo. Pegue suas informações pessoais e de trabalho, instale aplicativos independentes e escolha uma linha ou outra com base em suas necessidades.Homologação Anatel: 032241803111",,,,,,,,,,,,,,,,,,,,,,,Preto,Multilaser,Dual Sim,Não informado,Não informado,32 Mb,Up Play,32 Mb,Não informado,03 mpx,Não informado,Não informado,Não informado,Não informado,Bluetooth,Não informado,Não informado,Não informado,Não informado,Não informado,Celular,Multilaser,Preto,"1.77""",,,32MB,,0.3MP
gazinshop||6078,Celular,Smartphone Asus Zenfone Max Pro M1 64GB 4GB Dual Chip Android 8.0 Tela 6.0 Qualcomm 4G Câmera 16MP,"<p>Smartphone Asus Zenfone Max Pro M1 64GB 4GB Dual Chip Android 8.0 Tela 6.0 Qualcomm 4G Câmera 16MP</p><p><br></p><p>Especificações técnicas:</p><p>Processador: QUALCOMM SNAPDRAGON SDM636 1,8 GHz, 2 MB Cache</p><p>Memória RAM: 4 GB</p><p>Armazenamento: 64 GB</p><p>Tela:6,0 LED Backlight IPS panel (1080x2160)</p><p>Resumo: ZenFone Max Pro (M1) ZB602KL-4H137BR 4GB-64GB</p><p>Tamanho de tela: 6,0 polegadas</p><p>Tipo de Tela: LED Backlight IPS panel</p><p>Resolução: 1080x2160</p><p>Nome da resolução: 18:9 FHD</p><p>Proteção da tela: 2.5D glass</p><p>Processador: QUALCOMM</p><p>Família do processador: SNAPDRAGON</p><p>Nome do processador: 636</p><p>Modelo de processador: SDM636</p><p>Núcleos do processador: 8</p><p>Frequência do processador: 1,8 GHz</p><p>Cache do processador: 2 MB</p><p>Memoria RAM: 4 GB</p><p>Tipo de memoria: LPDDR4</p><p>Armazenamento: 64 GB</p><p>Tipo: eMMC Wireless: 802.11 B/G/N Rede:4G LTE Cat 13 400</p><p>Mbps SIM Card 1: Sim (Nano)</p><p>SIM Card 2: Sim (Nano)</p><p>Dual SIM: Sim</p><p>Câmera frontal: 8MP</p><p>Flash Frontal: Não</p><p>Câmera Traseira: Dual 16+5MP Flahs Traseiro: Sim</p><p>Bluetooth: Sim , version 5</p><p>Cartão de memória: Micro SD</p><p>Aceita cartão de até: 2000 GB</p><p>Rádio: Sim</p><p>TV: Não</p><p>NFC: Não</p><p>Sensor Giroscope: Sim</p><p>Sensor de proximidade: Sim</p><p>Leitor de impressão digital: Sim</p><p>GPS Tipo: GPS, aGPS, Gloness, BDS Power</p><p>Adapter: 10,00 W</p><p>Voltagem :100~240V AC - 50/60 Hz</p><p>Bateria: 1 Cells / 5000 mAh</p><p><br></p><p>Dimensões:</p><p>Altura: 15.9 cm</p><p>Largura: 7.6 cm</p><p>Profundidade: 8 cm</p><p>Peso: 0.18 Kg</p><p><br></p><p>Garantia do fornecedor de 12 meses.</p>","{""cor"":""Prata"",""marca"":""Asus"",""memoria_ram"":""4 GB"",""quantidade_de_chips"":""Dual Chip""}",Prata,Asus,Dual Chip,,,4 GB,,,,,,,,,,,,,,,,Não informado,Asus,Dual Chip,60,4G,4 GB,Zenfone Max Pro M1,64 GB,8MP,165MP,64 GB,QUALCOMM SNAPDRAGON SDM636,Android 80,Não informado,Não informado,Sim Nano,Não informado,Não informado,Não informado,Não informado,Smartphone,Asus,Prata,"6""",4G,4GB,64GB,8MP,16MP + 5MP
lojafssvariedades||POSIT-P50-P-44,Celular,Celular Positivo P50 Flip Dual Chip 4G SOS para Idosos,"<p>Celular Positivo P50 Flip Dual Sim 32Mb Preto</p><p><br></p><p><br></p><p>O Celular Positivo P50 é um incrível aparelho que vai te deixar sempre conectado com parentes e pessoas próximas, através de ligação e mensagem SMS onde quer que esteja!</p><p><br></p><p>Se você busca um telefone móvel simples para facilitar a comunicação da sua empresa, o Positivo P50 também é a solução.</p><p><br></p><p> Conteúdos compartilhados</p><p> Conecte seu celular a outros dispositivos via bluetooth e transmita fotos, músicas, contatos e muito mais sem estar conectado à Internet.</p><p><br></p><p> Entretenimento que o acompanha</p><p> Com o seu P50 você poderá sintonizar o rádio FM e manter-se atualizado com as últimas notícias além de ouvir seus programas favoritos.</p><p><br></p><p> Tecnologia Dual SIM e Rede 2G de Internet</p><p> Com o seu sistema Dual SIM, você sentirá o conforto de ter duas linhas num único dispositivo. Pegue suas informações pessoais e de trabalho, instale aplicativos independentes e escolha uma linha ou outra com base em suas necessidades. Além disso você pode se conectar aos principais sites da internet com velocidade 2G.</p><p><br></p><p>Botão S.O.S</p><p>Você seguro e sua família também. O P50 possui um botão S.O.S de fácil acesso na parte traseira, assim você pode cadastrar até 5 números de confiança e ligar rapidamente pra qualquer um quando precisar.</p><p><br></p><p>Fotos instantâneas</p><p>Capture os seus melhores momentos e reviva-os sempre que quiser com a câmera traseira 0.3 Mpx.</p><p><br></p><p>——————————————————————————————————</p><p><br></p><p>Especificações Técnicas:</p><p>Dual Sim</p><p>Memória interna: 32MB</p><p>Tamanho da Tela: 2.4”</p><p>Câmera: VGA com flash, gravação de vídeo</p><p>Bluetooth 3.0</p><p>Rádio FM </p><p>Rede de Internet: 2G</p><p>Bateria: 850 mAh</p><p>Resolução da Tela: 240 px x 320 px</p><p>Expansível c/ cartão de memória micro SD externo</p><p><br></p><p><br></p><p>Itens Inclusos: </p><p>01 Celular Positivo P50 Dual Sim</p><p>01 Carregador</p><p>01 Cabo USB</p><p>01 Manual em português</p><p><br></p><p><br></p><p>Certificado de Homologação da Anatel - 17511603111 </p><p><br></p><p>==================================</p><p><br></p><p>Dúvidas Frequentes</p><p><br></p><p>O aparelho vem com carregador e fone de ouvido?</p><p>Somente carregador e Cabo USB,</p><p><br></p><p>Entregam com nota fiscal?</p><p>Toda mercadoria possui nota fiscal emitida para o CPF/CNPJ que consta no cadastro no momento da compra</p><p><br></p><p>Vem na caixa com carregador?</p><p>Sim! O celular vem lacrado na caixa, com carregador e manual.</p><p><br></p><p>O produto é resistente?</p><p>Trabalhamos apenas com produtos com material de altíssima qualidade, produtos de alta durabilidade e procedência.</p>","{""marca"":""Positivo"",""quantidade_de_chips"":""Dual Chip"",""tamanho_da_tela"":""2.4\"""",""tecnologia"":""Bluetooth""}",,Positivo,Dual Chip,"2.4""",Bluetooth,,,,,,,,,,,,,,,,,Preto,Positivo,Dual Chip,2.4,4G,Não informado,P50 Flip,32MB,Não informado,0.3 Mpx,32MB,Não informado,Não informado,Não informado,"Bluetooth 3.0, Rádio FM, Botão SOS",Dual Sim,Não informado,Não informado,Não informado,Não informado,Celular,Multilaser,Preto, 2.4”,2G,,32MB,,VGA
commcenter||106444,Celular,"Smartphone LG K41S 32GB 3GB RAM Câmera Quadrupla 13MP Tela 6.55"" - Titanium","<p>O smartphone LG K41S foi desenvolvido para te acompanhar em todas as horas. Você não precisa mais se preocupar com o calor, umidade ou poeira, pois o LG K41S conta com a certificação de durabilidade militar MIL-STD-810G.</p><p>A tela possui 6,5 polegadas e resolução HD+ que oferece mais espaço para mensagens de texto, navegação e visão mais ampla durante os jogos. A proporção de 20:9 e a resolução HD+ permitem uma qualidade de imagem superior para uma experiência mais envolvente.</p><p>Ter um celular com quatro câmeras de fato faz muita diferença, principalmente aos amantes de fotografia, e os engenheiros da LG não iria te deixar na mão nesse quesito. Para isso o K41S vem composto por um sensor principal de 13MP, uma Super Wide de 5MP, uma Macro de 2MP que permite captar mais conteúdo numa só imagem e um sensor de 2MP que permite capturar fotos com efeito de profundidade.</p><p>Smartphone LG K41S 32GB 3GB RAM Câmera Quadrupla 13MP Tela 6.55"" - Titanium</p><p>Marca: LG</p><p>Modelo: K41S</p><p>Cor:Titanium</p><p>Proteção Contra Água</p><p>Sistema Operacional: Android 9.0</p><p>Memória RAM: 3GB</p><p>Memória Interna: 32GB</p><p>Memória Expansível: Até 2TB microSD (espaço dedicado)</p><p>Tipo da Tela: TFT PLS</p><p>Tamanho da Tela: 6.55"" polegadas</p><p>Resolução da Tela: 720x1600 pixels</p><p>Cores da Tela: 16 milhões</p><p>Cartão SIM: 2 chips</p><p>Câmera Traseira: Câmera Quádrupla - 48 megapixels</p><p>Gravação Vídeo Câmera Traseira: Full HD</p><p>Resolução Vídeo Câmera Traseira: (1920x1080) 30 fps</p><p>Flash Traseira: Flash LED</p><p>Câmera Frontal: 8 megapixels</p><p>Rádio: Sim</p><p>TV: Não</p><p>Formatos de Vídeo:3GP, MP4, AVI, ASF, MPG, MKV, Webm, FLV, TS, OGM</p><p>Formatos de Áudio: MP3, WAV, WMA, eAAC+, FLAC</p><p>USB: USB 2.0 Tipo-C</p><p>Saída para Áudio: Plug 3.5mm P2</p><p>Bluetooth: Versão 5.0 com A2DP/LE</p><p>WiFi: 802.11 b/g/n (2.4Ghz)</p><p>DLNA: Não</p><p>Bateria: Litio</p><p>Capacidade Bateria: 4000 mAh</p><p>Dimensões: Dimensões aproximadas do produto (AxLxP): 15,5 x 7,3 (cm) x 8,5 (mm) - Peso: 160 (g)</p><p>Conteúdo da Embalagem: Smartphone - Capa protetora - Manual - Fone de ouvido estéreo - Cabo de sincronização - Carregador - Extrator do SIM card</p><p>Garantia: 12 meses</p><p>Detalhes da Garantia: Contra defeito de fabricação direto com o fabricante</p><p>Sensor de impressão digital: Sim</p><p>Localização do Sensor de impressão digital: Traseira</p><p>Outros Sensores: Acelerômetro - Proximidade - Luminosidade</p>","{""cor"":""Titanium"",""marca"":""LG"",""memoria_ram"":""3GB"",""tamanho_da_tela"":""6.55\""""}",Titanium,LG,,"6.55""",,3GB,,,,,,,,,,,,,,,,Titanium,LG,2 chips,"6,55 polegadas",TFT PLS,3GB,K41S,32GB,8 megapixels,13MP,32GB,Não informado,Android 9.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Smartphone,LG,Titânio,"6.55""",4G,3GB,32GB,8MP,13MP + 5MP + 2MP + 2MP
lojafssvariedades||POSIT-P50-P-28,Celular,Celular Positivo P50 Flip Dual Chip 4G com Rádio FM Perfeito,"<p>Celular Positivo P50 Flip Dual Sim 32Mb Preto</p><p><br></p><p><br></p><p>O Celular Positivo P50 é um incrível aparelho que vai te deixar sempre conectado com parentes e pessoas próximas, através de ligação e mensagem SMS onde quer que esteja!</p><p><br></p><p>Se você busca um telefone móvel simples para facilitar a comunicação da sua empresa, o Positivo P50 também é a solução.</p><p><br></p><p> Conteúdos compartilhados</p><p> Conecte seu celular a outros dispositivos via bluetooth e transmita fotos, músicas, contatos e muito mais sem estar conectado à Internet.</p><p><br></p><p> Entretenimento que o acompanha</p><p> Com o seu P50 você poderá sintonizar o rádio FM e manter-se atualizado com as últimas notícias além de ouvir seus programas favoritos.</p><p><br></p><p> Tecnologia Dual SIM e Rede 2G de Internet</p><p> Com o seu sistema Dual SIM, você sentirá o conforto de ter duas linhas num único dispositivo. Pegue suas informações pessoais e de trabalho, instale aplicativos independentes e escolha uma linha ou outra com base em suas necessidades. Além disso você pode se conectar aos principais sites da internet com velocidade 2G.</p><p><br></p><p>Botão S.O.S</p><p>Você seguro e sua família também. O P50 possui um botão S.O.S de fácil acesso na parte traseira, assim você pode cadastrar até 5 números de confiança e ligar rapidamente pra qualquer um quando precisar.</p><p><br></p><p>Fotos instantâneas</p><p>Capture os seus melhores momentos e reviva-os sempre que quiser com a câmera traseira 0.3 Mpx.</p><p><br></p><p>——————————————————————————————————</p><p><br></p><p>Especificações Técnicas:</p><p>Dual Sim</p><p>Memória interna: 32MB</p><p>Tamanho da Tela: 2.4”</p><p>Câmera: VGA com flash, gravação de vídeo</p><p>Bluetooth 3.0</p><p>Rádio FM </p><p>Rede de Internet: 2G</p><p>Bateria: 850 mAh</p><p>Resolução da Tela: 240 px x 320 px</p><p>Expansível c/ cartão de memória micro SD externo</p><p><br></p><p><br></p><p>Itens Inclusos: </p><p>01 Celular Positivo P50 Dual Sim</p><p>01 Carregador</p><p>01 Cabo USB</p><p>01 Manual em português</p><p><br></p><p><br></p><p>Certificado de Homologação da Anatel - 17511603111 </p><p><br></p><p>==================================</p><p><br></p><p>Dúvidas Frequentes</p><p><br></p><p>O aparelho vem com carregador e fone de ouvido?</p><p>Somente carregador e Cabo USB,</p><p><br></p><p>Entregam com nota fiscal?</p><p>Toda mercadoria possui nota fiscal emitida para o CPF/CNPJ que consta no cadastro no momento da compra</p><p><br></p><p>Vem na caixa com carregador?</p><p>Sim! O celular vem lacrado na caixa, com carregador e manual.</p><p><br></p><p>O produto é resistente?</p><p>Trabalhamos apenas com produtos com material de altíssima qualidade, produtos de alta durabilidade e procedência.</p>","{""cor"":""Preto"",""marca"":""Positivo""}",Preto,Positivo,,,,,,,,,,,,,,,,,,,,Preto,Positivo,Dual Chip,2.4,4G,Não informado,P50 Flip,32MB,Não informado,03 Mpx,32MB,Não informado,Não informado,Não informado,"Rádio FM, Bluetooth 3.0, Botão SOS, Câmera VGA com flash, gravação de vídeo",Dual Sim,Não informado,Não informado,Não informado,Não informado,Celular,Positivo,Preto, 2.4”,2G,,32MB,,0.3MP
trocafone||96740,Celular,Usado: Iphone 14 Plus 256GB Roxo Excelente - Trocafone,"<p>Celular Seminovo Trocafone </p><p> Somos especialistas em celulares seminovos. </p><p><br></p><p> Todos os aparelhos que comercializamos foram criteriosamente revisados e testados por nossa equipe técnica especializada. </p><p><br></p><p> Trabalhamos com três estados de conservação, em todas as condições o aparelho está 100% funcional, o que avaliamos é apenas a aparência externa: </p><p><br></p><p> Excelente: Aparelho com poucos sinais de uso como pequenos arranhões quase imperceptíveis. </p><p> Muito Bom: Aparelho com alguns sinais de uso, porém mais leves. Podem ser arranhões, riscos e/ou amassados. </p><p> Bom: Aparelho com diversos sinais de uso mais nítidos, como arranhões, riscos e amassados. </p><p><br></p><p> *Em nenhuma das condições o aparelho estará com a tela trincada ou rachada. </p><p> *Todos os aparelhos comercializados apresentam bateria acima de 80%. </p><p><br></p><p>Aparelho original e com garantia de 90 dias para problemas técnicos. </p><p>Celular desbloqueado e homologado pela Anatel, ou seja, você poderá usar o aparelho com qualquer operadora de telefonia móvel. </p><p>Por serem seminovos, os aparelhos não são resistentes a água. </p><p>O aparelho NÃO acompanha acessórios, tais quais: Carregador, Fone de ouvido, entre outros. </p><p><br></p><p> Conteúdo da embalagem: </p><p>1 Celular </p><p>Nota fiscal </p><p>Manual do usuário </p><p><br></p><p> QUEM SOMOS </p><p> Trocafone </p><p> Compramos e vendemos celulares e tablets seminovos. Nascemos de uma necessidade real das pessoas e nosso objetivo é propagar uma cultura que preze pelo padrão de consumo sustentável e por uma forma de viver mais consciente, além de permitir que, a cada dia, um número maior de pessoas possa ter acesso à tecnologia. </p>","{""condicao"":""Usado"",""cor"":""Roxo"",""marca"":""Apple"",""memoria_interna"":""256GB"",""memoria_ram"":""6GB"",""modelo_nominal"":""iPhone 14 Plus"",""processador"":""A15 Bionic"",""resolucao_da_camera_frontal"":""12MP"",""sistema_operacional"":""iOS"",""tamanho_da_tela"":""6.7\""""}",Roxo,Apple,,"6.7""",,6GB,iPhone 14 Plus,,12MP,,256GB,A15 Bionic,iOS,Usado,,,,,,,,Roxo,Iphone,Não informado,Não informado,Não informado,Não informado,14 Plus,256GB,Não informado,Não informado,Não informado,Não informado,Não informado,Excelente,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Celular,Apple,Roxo,"6.7""",5G,6GB,128GB,12MP,	12MP + 	12MP
primetek||021456,Celular,Smartphone Samsung Galaxy S21+ Violeta 128GB 6.7 8GB RAM Octa-Core,"<p>Características </p><p>Marca: Samsung </p><p>Modelo: Galaxy S21+ 128GB (SM-G996BZVRZTO) </p><p>Cor: Violeta </p> <p>Nunca mais perca a foto perfeita. Conheça o S21+ 5G. Projetado para revolucionar vídeos e fotos, ele vêm com resolução 8K para que você possa extrair fotos extraordinárias diretamente dos vídeos. O Galaxy S21+ conta com um conjunto de câmera tripla na parte de trás do aparelho, permitindo cliques perfeitos e sem esforço independente do ambiente. </p> <p>Especificações Técnicas: </p> <p>Memória interna: 128GB </p><p>Memória RAM: 8GB </p><p>Tipo de tela: Dynamic AMOLED 2x </p><p>Tamanho da tela: 6,7 </p><p>Resolução da tela: FHD+ (1080x2400) </p><p>Tecnologia: 5G </p><p>Conectividade: - Bluetooth - Wi-Fi - NFC </p><p>Localização: - GPS - A-GPS </p><p>Processador: Octa-Core </p><p>Velocidade do processador: 2.9GHz </p><p>Sistema operacional: Android </p><p>Versão do sistema operacional: 11 </p><p>Quantidade de chips: Dual Chip </p><p>Tipo de chip: Nano-SIM (4FF) </p><p>Recursos: Wireless Power Share - Certificação IP68 - Proteção contra poeira e água, podendo ficar submerso por até trinta minutos a um metro e meio de profundidade </p> <p>Câmera </p><p>Resolução da câmera traseira: 12MP + 64MP + 12MP </p><p>Recursos da câmera traseira: - 64MP (Telephoto e abertura de f/2.0) - 12MP (Ulta Wide e abertura de f/2.2) - 12MP (Wide e abertura de f/1.8) - Zoom digital 30x - Zoom óptico 3x </p><p>Resolução da câmera frontal: 10MP </p><p>Recursos da câmera frontal: - Abertura f/2.0 </p> <p>Sensores: Leitor biométrico ultrassônico - Acelerômetro - Giroscópio - Geomagnético - Barômetro - Proximidade - Sensor de luz ambiente - Sensor Hall </p><p>Aplicativos: Samsung Pay </p><p>Capacidade da bateria: 4800mAh </p><p>Carregamento rápido: Super-rápido de 25W </p><p>Operadora: Desbloqueado </p><p>Taxa de atualização: 48-120Hz </p><p>Vidro Reforçado: Gorilla Glass Victus </p><p>Resolução de gravação: UHD 8K (7680 x 4320) | 24fps </p> <p>Dimensões do produto: </p><p>Largura: 7,56cm x Altura: 16,15cm x Profundidade: 0,78c </p><p>Peso do produto: 200g </p> <p>Conteúdo da Embalagem: </p><p>01 Smartphone </p><p>01 Cabo USB </p><p>01 Extrator de chip </p><p>01 Manual do usuário </p> <p>Garantia: 1 Ano </p>","{""armazenamento_interno"":""128 GB"",""cor"":""Violeta"",""marca"":""Samsung"",""memoria_ram"":""8 GB"",""modelo_nominal"":""Galaxy S21+"",""processador"":""Octa-Core"",""quantidade_de_chips"":""Dual Chip"",""resolucao_da_camera_traseira"":""64 MP,12 MP,12 MP"",""tamanho_da_tela"":""6.7\"""",""tecnologia"":""5G, Wi-Fi""}",Violeta,Samsung,Dual Chip,"6.7""","5G, Wi-Fi",8 GB,Galaxy S21+,128 GB,,"64 MP,12 MP,12 MP",,Octa-Core,,,,,,,,,,Violeta,Samsung,Dual Chip,67,5G,8GB,Galaxy S21,128GB,10MP,12MP  64MP  12MP,128GB,Octa-Core,Android,Não informado,Wireless Power Share - Certificação IP68 - Proteção contra poeira e água podendo ficar submerso por até trinta minutos a um metro e meio de profundidade,Nano-SIM 4FF,Não informado,Desbloqueado,Não informado,Não informado,Smartphone,Samsung,Violeta,"6.7""",5G,8GB,128GB,10MP, 12MP + 64MP + 12MP
lojaolist||OLSO57Y9BA8B83M7,Celular,Celular Multilaser Up Play Dual Sim 32 Mb Preto 32 Mb Ram,"Celular multilaser up play dual sim 32 mb preto 32 mb ram Se procura um aparelho que lhe permita estar sempre em contacto, este telefone up play é uma excelente opção. Você poderá se comunicar imediatamente com amigos ou com pessoas de sua família. E também, se você estiver trabalhando, conseguirá uma maior colaboração com sua equipe. Fotos instantâneasCapture os seus melhores momentos e reviva-os sempre que quiser com a câmera traseira 0.3 mpx. Conteúdos compartilhadosConecte seu celular a outros dispositivos via bluetooth e transmita fotos, músicas, contatos e muito mais sem estar conectado à internet. Entretenimento que o acompanhaCom o seu up play você poderá sintonizar o rádio, manter-se atualizado com as últimas notícias e ouvir seus programas favoritos. Tecnologia dual simCom o seu sistema dual sim, você sentirá o conforto de ter duas linhas num único dispositivo. Pegue suas informações pessoais e de trabalho, instale aplicativos independentes e escolha uma linha ou outra com base em suas necessidades.Homologação Anatel: 032241803111",,,,,,,,,,,,,,,,,,,,,,,Preto,Multilaser,Dual Sim,Não informado,Não informado,32 Mb,Up Play,32 Mb,Não informado,03 mpx,Não informado,Não informado,Não informado,Não informado,Bluetooth,Não informado,Não informado,Não informado,Não informado,Não informado,Celular,Multilaser,Preto,"1.77""",,,32MB,,0.3MP
unikmobile||000235,Celular,Lg g8s thinq 128gb preto lm-g810eaw,"<p>Smartphone LG G8s ThinQ Preto 128gb 6gb</p> <p>O LG G8s ThinQ é um smartphone Android avançado e abrangente em todos os pontos de vista com algumas características excelentes. Tem uma grande tela de 6.21 polegadas com uma resolução de 2248x1080 pixels. As funcionalidades oferecidas pelo LG G8s ThinQ são muitas e inovadoras. Começando pelo LTE 4G que permite a transferência de dados e excelente navegação na internet. Enfatizamos a excelente memória interna de 128 GB com a possibilidade de expansão. Respeitável a câmera de 12 megapixels que permite ao LG G8s ThinQ tirar fotos com uma resolução de 4000x3000 pixels e gravar vídeos em 4K a espantosa resolução de 3840x2160 pixels. Muito fino, 8 milímetros, o que torna o LG G8s ThinQ realmente interessante.</p> <p>Informações técnicas</p> <p>Capacidade: 128GB</p> <p>Cor: Preto</p> <p>Operadora: Desbloqueado</p> <p>Peso: 181 gramas</p> <p>Tamanho: 155.3 x 76.6 x 7.99 mm</p> <p>Informações complementares</p> <p>Cor: Preto</p> <p>Marca: LG</p> <p>Memória RAM: 6GB</p>","{""cor"":""Preto"",""marca"":""LG"",""memoria_ram"":""6 GB"",""tamanho_da_tela"":""6.21\""""}",Preto,LG,,"6.21""",,6 GB,,,,,,,,,,,,,,,,Preto,LG,Não informado,6.21 polegadas,Não informado,6GB,G8s ThinQ,128GB,Não informado,12 megapixels,128GB,Não informado,Android,Não informado,Não informado,Não informado,Não informado,Desbloqueado,4000x3000 pixels,Não informado,Celular,LG,Preto,"6.21""",4G,6GB,128GB,8MP + ToF, 12MP + 13MP + 12MP
casadasimpressorasonline||8e9eeab4280b11efbb2a4201ac185034,Celular,Celular Positivo P26 Dual Chip 32MB 2G Rádio FM - Bluetooth Desbloqueado,"Este celular da Positivo é simples e moderno e ainda reúne as principais características para trazer versatilidade e segurança ao seu dia a dia. Com um teclado numérico, o modelo P26 fica compacto quando guardado no seu bolso, sem perder tela e teclas grandes. É um produto dual chip, desbloqueado e conta com a tecnologia 2G. Esse celular entrega rádio FM e conectividade bluetooth. Sua bateria de 800mAh é ideal para usuários que necessitam de mais tempo entre uma recarga e outra. Possui memória interna de 32MB e permite aumentar sua capacidade de armazenamento através do cartão de memória.","{""marca"":""Positivo""}",,Positivo,,,,,,,,,,,,,,,,,,,,Não informado,Positivo,Dual Chip,Não informado,2G,Não informado,P26,32MB,Não informado,Não informado,32MB,Não informado,Não informado,Não informado,"Rádio FM, Bluetooth",Não informado,Não informado,Desbloqueado,Não informado,Numérico,Celular,Positivo,Preto,"1.8""",2G,,32MB,,VGA
olistsp||OSPEJJEK4ON1AFGE,Celular,Aparelho Celular Para Idoso - Multilaser Up Play 32Mb,"Aparelho Celular para Idoso - Multilaser Up Play 32MB Celular Positivo P26 Dual Sim 32Mb Preto O Celular Positivo P26 é um incrível aparelho que vai te deixar sempre conectado com parentes e pessoas próximas, através de ligação e mensagem SMS onde quer que esteja Se você busca um telefone móvel simples para facilitar a comunicação da sua empresa, o Positivo P26 também é a solução. Conteúdos compartilhados Conecte seu celular a outros dispositivos via bluetooth e transmita fotos, músicas, contatos e muito mais sem estar conectado à Internet. Entretenimento que o acompanha Com o seu P26 você poderá sintonizar o rádio FM e manter-se atualizado com as últimas notícias além de ouvir seus programas favoritos. Tecnologia Dual SIM Com o seu sistema Dual SIM, você sentirá o conforto de ter duas linhas num único dispositivo. Pegue suas informações pessoais e de trabalho, instale aplicativos independentes e escolha uma linha ou outra com base em suas necessidades. ---------------------------------- Especificações Técnicas:Memória interna: 32MBDual SimTamanho da Tela: 1,8Câmera de traseiraRádio FM Itens Inclusos:01 Celular Positivo P26 Dual Sim01 Carregador01 Manual em português Certificado de Homologação da Anatel - 032241803111 ====================== Dúvidas Frequentes - O aparelho vem com carregador e fone de ouvidoSomente carregador - Vem na caixa com carregadorSim O celular vem lacrado na caixa, com carregador e manual. - O produto é resistenteTrabalhamos apenas com produtos com material de altíssima qualidade, produtos de alta durabilidade e procedência.",,,,,,,,,,,,,,,,,,,,,,,Preto,Positivo,Dual Sim,"1,8",Não informado,Não informado,P26,32MB,Não informado,Não informado,32MB,Não informado,Não informado,Não informado,"Rádio FM, Bluetooth",Dual Sim,Não informado,Não informado,Não informado,Não informado,Celular,Multilaser,Preto,"1.8""",2G,,32MB,,VGA
