Unnamed: 0,title,description,Unnamed: 3,Atributos <empresa terceira>,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,AI-PAVE-BR,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Atributos Multimidia,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
angeloni2||4818393,Geladeira Frost Free Electrolux Inverse 400L Inox DB44S,<br> Geladeira Frost Free Electrolux Inverse 400L Inox DB44S <br> <br> <br>,"{""capacidade_liquida_total"":""400L"",""cor"":""Inox"",""marca"":""Electrolux"",""material"":""Aço Inox"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""127 V""}",400L,Inox,Electrolux,Aço Inox,Frost Free,127 V,,,400L,Inox,Electrolux,Não informado,Frost Free,Não informado,Não informado,Não informado,Inox,Electrolux,,Frost Free,110V,2 Portas,400L
fastshop2||HHRF79W2,Refrigerador French Door Hisense de 03 Portas Frost Free com 536 Litros Inox - RF-79W1AIQS,"CaracterísticasTipo: French Door Quantidade de Portas: 03Frost FreePainel Eletrônico Prateleiras: Vidro temperadoAlarme de Portas AbertasDispenser de Água na Porta: ExternoDispenser de Gelo na Porta: ExternoDegelo AutomáticoPorta GarrafasControle Automático de TemperaturaGavetas: 04 no refrigerador, 02 no freezerConexão de Ponto de ÁguaPés NiveladoresLuz internaSensor Digital de TemperaturaIluminação em LedPainel DigitalMetal CoolingPrateleiras Reguláveis E EscamoteáveisEspecificações TécnicasModelo: RF-79W1AIQS (110V) / RF-79W2AIQS (220V)Cor: InoxCapacidade Total: 536 LitrosCapacidade de Armazenamento do Freezer: 140 LitrosCapacidade de Armazenamento do Refrigerador: 396 LitrosSelo Procel (Eficiência Energética): A+++Consumo de Energia: 53 kwh/mêsVoltagem: 110V/220V (não é Bivolt) EAN: 6921727068156 (110V) / 6921727068163 (220V)Garantia: 12 mesesDimensões e PesoDimensões do produto sem porta (AxLxP): 1785x914x610 mmDimensões do produto sem puxador (AxLxP): 1785x914x730 mmDimensões do produto com puxador (AxLxP): 1785x914x730 mmDimensões do produto com embalagem (AxLxP): 1853x952x762 mmPeso do produto sem embalagem: 120 KgPeso do produto com embalagem: 134 KgItens Inclusos01 RefrigeradorManual de IntruçõesServiço de Instalação e Orientação de UsoPara sua comodidade, a Fast Shop dispõe do serviço de Instalação* e Orientação de Uso, com equipe especializada e autorizada pelo fabricante que poderá realizar a medição de todos os acessos, retirando as portas do produto caso necessário. Esse serviço pode ser adquirido em contato com nosso canal Blá pelo WhatsApp no número (11) 3232-2949 ou em uma de nossas lojas. Consulte os valores e regiões atendidas.","{""capacidade_liquida_total"":""536 L"",""marca"":""Hisense"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""Bivolt""}",536 L,,Hisense,,Frost Free,Bivolt,,,536 Litros,Inox,Hisense,Não informado,Frost Free,110V,3,Não informado,Prata,Hisense ,,Frost Free,220V,3 Portas,536L
britania||22591,Refrigerador/Geladeira Side By Side Philco PRF637ID 434L,"A Geladeira Side By Side PRF637ID da Philco vai deixar sua cozinha muito mais moderna e completa. Com capacidade para 434 litros e design side by side, ela é geladeira e freezer lado a lado, valorizando o espaço vertical. Maior capacidade de armazenamento de alimentos e bebidas. Muito mais prática, a Geladeira Philco conta com dispensar de água, assim, você tem água sempre geladinha sem a necessidade de abrir a porta. Além disso, é classe “A+++” em eficiência energética e possui compressor inverter, ou seja, muito mais econômica, silenciosa e durável. E se você é daqueles que não abre mão de eficiência, vai amar a função Smart Cooling. Ela distribui de maneira uniforme a temperatura em todo o gabinete da geladeira e freezer proporcionando a conservação por igual de todos os alimentos. Já a tecnologia frost free evita o indesejado acúmulo de gelo, garantindo mais higiene - facilitando a limpeza e a conservação mais adequada dos alimentos. O moderno display digital possibilita acompanhar as temperaturas e as funções selecionadas, iluminação interna de LED, que fazem da Geladeira PRF535ID Side by Side da Philco um produto indispensável na sua cozinha. • Capacidade de 434L (289L no refrigerador e 145L no freezer) • Classificação ""A"" em eficiência energética • Sistema de refrigeração Frost Free • Side by side (freezer na porta esquerda e refrigerador na porta direita) • Dispenser de água na porta com abastecimento manual (2,5L de capacidade) • Painel touch • Controle de temperatura do freezer e refrigerador de forma independente • Freezer com temperaturas de -14°C a -22°C • Refrigerador com temperaturas de 2 a 8°C • Funções Smart, Eco, turbo freezer e turbo refrigerador • Alarme de porta aberta • Iluminação interna LED • Porta em aço com tratamento anti-corrosão • Prateleiras em vidro temperado • Divisão do refrigerador: 4 prateleiras, 1 gaveta, 3 prateleiras de porta e reservatório de água • Divisão do freezer: 4 prateleiras, 1 gaveta e 4 prateleiras de porta • Compressor inverter.","{""capacidade_liquida_total"":""434 L"",""cor"":""Inox"",""marca"":""Philco"",""quantidade_de_portas"":""2 Portas"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""127 V""}",434 L,Inox,Philco,,Frost Free,127 V,2 Portas,,434L,Não informado,Philco,Aço,Frost Free,Não informado,Não informado,434L,Inox,Philco,,Frost Free,110V,2 Portas,434L
comprebel2||38895,Refrigerador Brastemp BRM44HK Frost Free com Gavetão de Legumes Fresh Zone Inox - 375L 127V,"<p>Geladeira Brastemp 375 Litros Frost Free com Gavetão de Legumes Fresh Zone Inox BRM44HK - 127V</p><p>A Geladeira Brastemp Frost Free Duplex BRM44 375 litros conta com design sofisticado e grande capacidade para armazenar os alimentos. Vem com Painel Eletrônico, compartimento Latas e Long Necks e compartimento Extrafrio.</p><p>FICHA TÉCNICA<br>Marca: Brastemp<br>Cor: Inox<br>Modelo: BRM44HK<br>Voltagem: 127V<br>Capacidade Total: 375L<br>Capacidade Freezer 86L<br>Consumo Aproximado de Energia: 54 kWh<br>Gavetas: 2 <br>Tipo de Degelo: Frost Free<br>Display: Eletrônico<br>No de Portas: 2 Portas<br>Painel Eletrônico: Externo<br>Quantidade de níveis de temperatura:</p><p>DIMENSÕES E PESO<br>(AxLxP - cm) 176,0x62,1x75,5<br>Peso: 58,5 kg</p><p>GARANTIA<br>01 Ano (Sendo 3 meses de garantia legal e mais 9 meses de garantia para defeito de fabricação).</p>","{""capacidade_liquida_total"":""375 L"",""cor"":""Inox"",""marca"":""Brastemp"",""quantidade_de_portas"":""2 Portas"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""127 V""}",375 L,Inox,Brastemp,,Frost Free,127 V,2 Portas,,375L,Inox,Brastemp,Não informado,Frost Free,127V,2 Portas,375 Litros,Inox,Brastemp,,Frost Free,110V,2 Portas,375L
climario||20888,Geladeira/Refrigerador Frost Free 375L Brastemp BRM45HK Evox 127V,"Geladeira/Refrigerador Frost Free 375L Brastemp BRM45HK A Geladeira Brastemp Frost Free Duplex 375 litros - BRM45 - tem design sofisticado e grande capacidade para armazenar os alimentos. Pelo Painel Eletrônico você acessa funções como Turbo Freezer, Festa, Compras e Férias. Com o Espaço Adapt, você conta com prateleiras ajustáveis para armazenar itens de diversos tamanhos. Já o compartimento Latas e Long Necks se encaixa perfeitamente no freezer ou na geladeira e possibilita gelar as bebidas de forma eficaz. <strong>Espaço Adapt : </strong>Prateleiras com múltiplas combinações possíveis para armazenar itens de diversos tamanhos na porta de sua geladeira. <strong>Latas e Long Necks: </strong>Compartimento especial que se encaixa perfeitamente no freezer ou na geladeira e possibilita gelar as bebidas de forma eficaz. Com o espaço perfeito para 3 garrafas long neck ou 6 latas, ele pode gelar tanto a cerveja quanto o refrigerante. <strong>Compartimento extrafrio :</strong> Gele as bebidas mais rápido e conserve melhor frios e laticínios. <strong>Gavetão de legumes Fresh Zone : </strong>Suas frutas e verduras organizadas e conservadas por mais tempo com o sistema Fresh Zone. <strong>Acesso Rápido:</strong>Compartimento de fácil acesso para armazenar os itens que você mais usa. <strong>Temperos: </strong>Compartimento específico para guardar e deixar seus temperos sempre à mão. <strong>Cor :</strong> Evox <strong>Tipo de degelo :</strong> Frost Free <strong>Capacidade total: </strong>375 L <strong>Capacidade Refrigerador: </strong>288 L <strong>Capacidade Freezer :</strong> 86 L <strong>Número de portas :</strong>2 <strong>Painel de controle: </strong>Externo <strong>Controle de temperatura :</strong>Sim <strong>Função trava painel :</strong> Não <strong>Aviso de porta aberta :</strong>Não <strong>Porta ovos: </strong>Sim <strong>Porta latas: </strong>Sim <strong>Compartimento extra frio:</strong> Sim <strong>Ice maker :</strong> Não","{""capacidade_liquida_total"":""375 L"",""marca"":""Brastemp"",""material"":""Evox"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""127 V""}",375 L,,Brastemp,Evox,Frost Free,127 V,,,375 L,Evox,Brastemp,Não informado,Frost Free,127V,2,Não informado,Cinza,Brastemp,Evox,Frost Free,110V,2 Portas,375L
mega-mamute||19190,Geladeira Frost Free Electrolux 520 Litros Side By Side IS9S Inverter Inox 110V,"Preserve seus alimentos e bebidas com a Geladeira Electrolux Frost Free Side by Side Efficient IS9S e ainda economize energia! Essa geladeira conta com a Tecnologia Inverter, que mantém a temperatura mais estável e ainda economiza energia elétrica.<br><br>Modelo: IS9S<br>PN: 02512LBA189<br>Cor: Inox<br>Marca: Electrolux<br><br>Tecnologia Inverter: Compressor que mantém a temperatura mais estável, garantindo condições ideais para preservar seus alimentos e economia de energia.<br>Dispenser de água e gelo: Para você desfrutar com todo o conforto de água filtrada, cubos de gelo e gelo picado direto da sua geladeira, sem a necessidade de abrir a porta.<br>As prateleiras da Geladeira Electrolux são retráteis e rebatíveis, você pode usar da maneira que preferir, seja totalmente ou parcialmente retraída e, assim, organizar o espaço interno com os recipientes e embalagens da melhor maneira.<br>O painel digital da Geladeira Electrolux Frost Free Side by Side Efficient IS9S permite que você controle todas as funções sem complicações.<br><br>Capacidade Total: 520 litros<br>Capacidade Líquida do Congelador: 178 litros<br>Capacidade Liquida do Refrigerador: 342 litros<br>Sistema: Inverter Frost Free<br><br>Água na Porta: Sim<br>Capacidade Dispenser de água: 600 ml<br>Alarme de Porta Aberta: Sim<br>Capacidade de congelamento (Kg/24h): 9<br>Cesta porta Ovos: Sim<br><br>Degelo Automático: Sim<br>Gelo na Porta: Sim<br>Máquina de Gelo Automática: Sim<br>Iluminação Interna: Sim<br><br>Material das Prateleiras: Vidro temperado<br>Painel Digital: Sim<br>Pés Niveladores: Sim<br>Prateleiras na Porta: Sim<br>Prateleiras reguláveis e removíveis: Sim<br><br>Puxadores: Sim<br>Quantidade de Portas: 2<br>Rodízios: Sim<br><br>Temperatura do congelador: -18 graus Celsius<br>Tipo: Side by Side<br>Selo Procel: Sim<br><br>Classificação Energética: A<br>Consumo: 61 Kw<br>Frequência: 60 Hz<br>Voltagem: 110V<br><br>Conteúdo da embalagem:<br>01 x Geladeira<br>01 x Manual de Instruções<br><br>Garantia: 12 meses com o fabricante<br>Fabricante: Electrolux<br>Dimensões do produto (A x L x P): 176,8 x 90,1 x 76,4 cm<br>Peso: 98 Kg<br>","{""capacidade_liquida_total"":""520 L"",""cor"":""Inox"",""marca"":""Electrolux"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""127 V""}",520 L,Inox,Electrolux,,Frost Free,127 V,,,520 litros,Inox,Electrolux,Não informado,Frost Free,110V,2,Não informado,Inox,Electrolux,,Frost Free,110V,2 Portas,520L
lojastopmoveis1||1438,Geladeira CRM44 386 Litros Frost Free Duplex Consul,"Geladeira CRM44 386 Litros Frost Free Duplex Consul<br> <br> A Geladeira Consul Frost Free Duplex 386 litros CRM44 tem o design moderno que combina com a sua cozinha! Ela vem Altura Flex, que permite ajustar as prateleiras em até 4 níveis diferentes, cabe da jarra a melancia, além de possuir um freezer espaçoso para guardar todos os congelados, sem necessidade de malabarismos. A Geladeira também conta com Iluminação em LED, Função Turbo, Forminhas de Gelo e Porta Ovos.<br> <br> Características: <br> Marca: Consul<br> Capacidade Total: 386 litros<br> Capacidade Freezer: 96 litros<br> Tipo de Degelo: Frost Free<br> Quantidade de Portas: 02<br> Quantidade de Gavetas: 01<br> Compartimento extra frio: Sim<br> Porta ovos: Sim<br> Porta reversível: Não<br> Dispenser de água: Não<br> Porta latas: Não<br> Recipiente para guardar gelo: Não<br> Trava de segurança: Não<br> Eficiência Energética: A<br> <br> Dimensões do Produto:<br> Altura: 183,37 cm<br> Largura: 62,1 cm<br> Profundidade: 72,4 cm<br> Peso: 60 kg<br> <br> Garantia de 12 meses pelo Fabricante (Contra defeitos de Fabricação).<br> <br> Observações:<br> A entrega do seu produto está condicionada a disponibilidade deste serviço a CEPs selecionados, definidos pela loja através da análise do CEP informado no momento da compra. O valor e/ou a gratuidade deste serviço serão informados no campo Calcular Frete e Prazo com o preenchimento do CEP do local de entrega. <br> Na limpeza não utilizar produtos químicos e abrasivos, usar apenas com pano umedecido ou lavagem a seco (recomenda-se um profissional), para garantir a maior durabilidade do móvel.<br> Os objetos que ambientam as fotos não acompanham o produto.<br> Imagens meramente ilustrativas. Cores e tonalidades podem variar.<br> Ao receber a mercadoria, o cliente deve verificar as condições da embalagem, caso haja alguma avaria não assine comprovante de recebimento.<br> A desmontagem e outras instalações serão de responsabilidade do cliente.<br> Não nos responsabilizamos, no ato da entrega, por subir escadas/elevadores ou pelo transporte por guincho em apartamentos. Eventuais despesas são de responsabilidade do comprador.<br> Confira as dimensões do produto e certifique-se de que passará normalmente por supostos elevadores, portas, escadas e/ou corredores de sua residência.","{""capacidade_liquida_total"":""386 L"",""cor"":""Branco"",""marca"":""Consul"",""material"":""Inox"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""220 V""}",386 L,Branco,Consul,Inox,Frost Free,220 V,,,386 litros,Não informado,Consul,Não informado,Frost Free,Não informado,2,386 litros,Inox,Consul,,Frost Free,220V,2 Portas,386L
gazinshop||9874,Refrigerador Consul 410 Litros Frost Free 2 Portas CRM50HB,"Organize o espaço interno da porta da sua geladeira conforme a sua necessidade: sao mais de 10 combinaçoes possiveis para garantir mais flexibilidade e praticidade no seu dia a dia ao armazenar garrafas, jarras e diferentes itens!<br> Chega de agua com gosto de geladeira! Com o filtro antiodor, elimine odores desagradaveis!<br> Armazene 2x mais gelo com o compartimento Gelo Extra: reserve os cubos de gelo prontos no recipiente enquanto as duas forminhas ficam disponiveis para preparar ainda mais gelo!<br> <br> Caracteristicas: <br> Tipo de degelo: Frost Free<br> Capacidade total liquida: 410 litros<br> Capacidade refrigerador: 311 litros<br> Capacidade freezer: 99 litros<br> Numero de portas: 2<br> Painel de controle: Interno<br> Tipo de controle do painel: Eeletronico<br> Posiçao do freezer: Em cima<br> Prateleiras, cestos e gavetas refrigerador: prateleiras do refrigerador em vidro com moldura plastica. prateleiras de porta. gavetas e cestos em plastico injetado.<br> prateleiras, cestos e gavetas freezer: prateleira do freezer e prateleiras de porta em plastico injetado.<br> Puxadores: Plastico injetado<br> Controle de temperatura no refrigerador: Sim<br> Numero de niveis de temperatura do refrigerador: 5<br> Controle de temperatura no freezer: Nao<br> Aviso de porta aberta: Nao<br> dispenser de agua na porta: Nao<br> dispenser de gelo na porta: Nao<br> <br> Especificaçoes do refrigerador: <br> Porta-ovos: Sim<br> Porta latas: Nao<br> Numero de porta-ovos:2<br> Porta latas removivel: Nao<br> Porta-ovos removivel: Sim<br> Separador de garrafas: Sim<br> Quantidade de ovos no porta-ovos:6<br> Porta garrafas: Nao<br> Compartimento extra frio: Sim<br> Filtro desodorizador: Sim<br> Filtro antibacterias: Nao<br> Tipo de iluminaçao interna refrigerador: Led<br> <br> Especificaçoes do freezer: <br> Numero de formas de gelo:2<br> Funçao turbo freezer: Geral<br> Quantidade de cubos por forma de gelo: 18<br> Ice maker: Nao<br> Compartimento de congelamento rapido: Sim<br> Compartimento para gelo: Sim<br> Suporte para taças: Nao<br> Dreno de degelo: Sim<br> <br> Especificaçoes das prateleiras e gavetas: <br> Numero de prateleiras, cestos e gavetas refrigerador: 10<br> Prateleiras com regulagem de altura: sim<br> Numero de prateleiras, cestos e gavetas freezer: 4<br> Numero de prateleiras com regulagem de altura: 4<br> Tipos de gavetas: gaveta de hortaliças<br> Prateleiras, cestos e gavetas removiveis: prateleiras de vidro, prateleiras flex e gaveta de hortaliças<br> <br> Ajustes: <br> Porta reversivel: Nao<br> Pes ajustaveis: Sim<br> Pes: Sim<br> Pes com rodizios: Sim<br> <br> Especificaçoes eletricas: <br> Potencia 127v: 190w<br> Potencia 220v: 165w<br> Consumo aproximado de energia 127v: 56 kwh<br> Consumo aproximado de energia 220v: 56 kwh<br> Frequencia: 60 hz<br> Certificaçao do inmetro: A<br> <br> Dimensoes: <br> Altura: 173,9 cm<br> Largura: 69,5 cm<br> Profundidade: 71,9 cm<br> Peso: 72,3 kg<br> <br> Garantia do fornecedor de 12 meses.<br> <br> Atençao:<br> Nao nos responsabilizamos, no ato da entrega, por desmontagens, subir escadas e elevadores ou transporte por guincho para apartamentos. Eventuais despesas sao de responsabilidade do cliente. Confira as dimensoes deste produto e certifique-se de que passara normalmente por supostos elevadores, portas, escadas ou corredores de sua moradia.<br> Recomendamos que os produtos sejam instalados por profissionais especializados e nao nos responsabilizamos pelo mau uso ou instalaçao indevida, causando a perda da garantia.<br> Todas as informaçoes divulgadas sao de responsabilidade do fabricante e fornecedor.<br> Valor unitario.<br> Imagem meramente ilustrativa.<br> Prazo de troca e devoluçao: 7 dias a partir do recebimento do produto - Lei numero 8.078.<br> Sempre confira o produto no ato da entrega.","{""capacidade_liquida_total"":""410 L"",""cor"":""Branco"",""marca"":""Consul"",""quantidade_de_portas"":""2 Portas"",""tipo_de_degelo"":""Frost Free""}",410 L,Branco,Consul,,Frost Free,,2 Portas,,410 litros,Não informado,Consul,Não informado,Frost Free,127v / 220v,2,410 Litros,Branco,Consul,,Frost Free,110V,\c,410L
engage-info||44375,Geladeira Brastemp Frost Free Duplex 375L BRM44HB com Compartimento Extrafrio Fresh Zone Branca,"Se você está em busca de uma geladeira, com design inovador, praticidade e tecnologia, o Refrigerador Brastemp BRM44HB é o eletrodoméstico perfeito. Com uma capacidade de 375 litros no total, ela dispõe de 86 litros para o freezer somados aos 288 litros do refrigerador.<br><br>A Geladeira Brastemp Frost Free Duplex BRM44 375 litros conta com design sofisticado e grande capacidade para armazenar os alimentos. Vem com Painel Eletrônico, compartimento Latas e Long Necks e compartimento Extrafrio.<br><br>Características<br><br>- Latas e Long Necks<br>Compartimento especial que se encaixa perfeitamente no freezer ou na geladeira e possibilita gelar as bebidas de forma eficaz. Com o espaço perfeito para 3 garrafas long neck ou 6 latas, ele pode gelar tanto a cerveja quanto o refrigerante.<br><br>- Compartimento extrafrio<br>Gele as bebidas mais rápido e conserve melhor frios e laticínios.<br><br>- Gavetão de legumes Fresh Zone<br>Suas frutas e verduras organizadas e conservadas por mais tempo com o sistema Fresh Zone.<br><br>- Acesso Rápido<br>Compartimento de fácil acesso para armazenar os itens que você mais usa.<br><br>- Temperos<br>Compartimento específico para guardar e deixar seus temperos sempre à mão.<br><br>Especificações Técnicas<br><br>Tipo de Degelo: Frost Free<br>Porta reversível: Não<br>Dispenser de água gelada na porta: Não<br>Dispenser de gelo na porta: Não<br>Porta-latas: Sim<br>Controle automático de temperatura: Sim, no refrigerador<br>Consumo (kWh): 54<br>Capacidade de armazenagem total (L): 375<br>Capacidade de armazenagem do refrigerador (L): 288<br>Capacidade de armazenagem do freezer (L): 86<br>Tensão/Voltagem<br>- 110V<br>- 220V<br>Cor: Branco<br>Eficiência Energética: A<br><br>Observações<br>1. Não nos responsabilizamos pela instalação/montagem deste produto. Para eventuais peças adicionais, bem como possíveis limitações à utilização de todas as funcionalidades, consulte o fabricante. <br><br>2. Devido às normas da ABNT e às resoluções no 13 de 2006, no 2 de 2007 e no 8 de 2009 do CONMETRO, os fabricantes estão mudando as tomadas para o novo padrão. Para utilizar este produto, será preciso adaptador ou a troca da tomada antiga. Não nos responsabilizamos por esta alteração. <br><br>3. Para instalação, funcionalidades, manutenção e cuidados específicos consulte o manual do produto. <br><br>4. Escolha a opção de voltagem do produto: 110V ou 220V<br><br>5. Item composto apenas pelo Refrigerador Brastemp BRM44HB Frost Free com Compartimento Extrafrio Branco - 375L. Demais itens apenas ilustrativos.<br><br>Entrega do Produto<br>- Não nos responsabilizamos pelo transporte por escadas/elevadores, guincho ou içamento deste produto.<br>- Não nos responsabilizamos pela instalação/montagem<br><br>Dimensões<br><br>Altura: 1,76 m<br>Largura: 62,10 cm<br>Profundidade: 75,50 cm<br>Peso: 58kg<br><br>Garantia de 12 meses","{""capacidade_liquida_total"":""375 L"",""cor"":""Branco"",""marca"":""Brastemp"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""127 V""}",375 L,Branco,Brastemp,,Frost Free,127 V,,,375L,Branca,Brastemp,Não informado,Frost Free,"110V
- 220V",Duplex,375L,Branco,Brastemp,,Frost Free,110V,2 Portas,375L
magazineluiza||201030000,Geladeira/Refrigerador Electrolux Frost Free Inox,"Este refrigerador frost free inox Electrolux tem super capacidade para armazenar 542 litros, e conta com painel Touch Screen que facilita o acesso aos controles e aplicativos especiais. Entre eles estão as funções Livro de Receitas, com mais de 600 receitas sofisticadas e ilustradas, Calendário, para auxiliar na organização dos compromissos, Dicas divididas entre os temas Sustentabilidade, Culinária, Vida Útil, Lar e Bem-Estar, Fotos, para que os momentos inesquecíveis sejam exibidos no refrigerador através de slide show, Recados e Contatos, que permite a criação de uma agenda telefônica de fácil acesso. O reservatório de água do dispenser externo tem capacidade para 5 litros e conta com o sistema de filtragem Pure Filter. Os indicadores de temperatura interna elevada, necessidade de troca do filtro e porta aberta mostram as respectivas condições adversas a serem corrigidas para garantir alta performance de funcionamento do refrigerador. Suas prateleiras retráteis podem ser ajustadas em 3 posições diferentes, facilitando a organização e oferecendo amplo espaço para o armazenamento de grandes volumes. Além de todas estas funções ele também possui compartimentos especiais como, por exemplo, Gourmet Express, Drink Express, Ice Stock, Espaço Light, Frosty Cups, cesta para frutas delicadas, que irão facilitar seu dia a dia na cozinha!","{""capacidade_liquida_total"":""542L"",""cor"":""Inox"",""marca"":""Electrolux"",""quantidade_de_portas"":""2 Portas"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""220 V""}",542L,Inox,Electrolux,,Frost Free,220 V,2 Portas,,542 litros,Inox,Electrolux,Não informado,Frost Free,Não informado,Não informado,Não informado,Inox,Electrolux,,Frost Free,220V,2 Portas,542L
olistplus||OPM868P39UTWR9TF,Placa Interface 72540110000 RF Electrolux DF47 / DF50,"Placa Interface 72540110000 Rf Electrolux Df47 / Df50Com essa Placa Interface, você terá a garantia de qualidade que só os produtos compatíveis com a marca Electrolux podem oferecer. Além disso, ela conta com todas as características e especificações técnicas necessárias para o bom desempenho do seu aparelho.Características Gerais:- Placa interface (peça paralela)- Compatível com os modelos Df47 e Df50- Compatível com os códigos 72540110000, 64502351 e 64800631- Produto de alta qualidade e durabilidadeEssa Placa Interface é a solução perfeita para quem busca praticidade e eficiência. Compatível com os modelos Df47 e Df50, ela permite que você restaure o funcionamento do seu eletrodoméstico de forma rápida e fácil.Além disso, essa peça é fabricada com materiais de alta qualidade, o que garante sua durabilidade e resistência. Com a Placa Interface 72540110000 Rf Electrolux Df47 / Df50, você terá a certeza de estar adquirindo um produto confiável e eficiente.",,,,,,,,,,Não informado,Não informado,Electrolux,Não informado,Não informado,Não informado,Não informado,Não informado,,,,,,,
gazinshop||4704,Refrigerador 2 Portas Frost Free 462 Litros Brastemp Classe A BRM56ABANA,"Com a Geladeira Brastemp Frost Free Duplex BRM56 462 litros, tenha gelo mais rápido sempre que precisar com a função Turbo Ice e saiba quando está pronto. O Twist Ice Advanced permite abastecer as formas de gelo e desenformá-lo facilmente, e com o Espaço Adapt você conta com prateleiras ajustáveis para armazenar itens de diversos tamanhos. Possui ainda com o compartimento bipartido Turbo Control, que permite aumentar a potência em um dos lados para gelar bebidas e sobremesas ainda mais rápido.<br><br><br>Características:<br>Capacidade: Acima de 400 Litros<br>Material: Gabinete<br>Porta Pintada branca<br>Puxadores Injetados na cor com acabamento metálico<br>Frost Free: Sim<br>Quantidade de Portas: 2<br>Dispenser na Porta: Não<br>Trava de Segurança no Dispenser: Não<br>Display: LED<br>Prateleiras/Cestos: 3 prateleiras vidro, 1 gaveta de legumes, 2 gavetas de frutas, Porta: 2 prat. temperos, 2 prateleiras adapt, 1 prateleira com acesso rápido, 1 prateleira inferior<br>Controle de Temperatura: Sim<br>Porta-Latas: Sim<br>Porta-Ovos: Sim<br>Gavetas: Sim<br>Congelamento Rápido: Sim<br>Separador de Garrafas: Sim<br>Iluminação Interna: Sim<br>Bandeja de Café da Manhã Removível: Não<br>Desodorizador: Não<br>Elimina Bactérias: Não<br>Fôrma de Gelo: Sim<br>Gelo Fácil: Não<br>Raspador de Gelo: Não<br>Pés: Sim<br>Rodízios: Sim<br>Porta Reversível: Não<br>Puxadores: Injetado na cor com acabamento metálico<br>Alarme Sonoro na Porta: Não<br>Condensador Embutido: Não<br>Eficiência Energética: A<br>Alimentação: Elétrico<br>Potência: 115W<br>Capacidade de Água do Dispenser: N/A<br>Capacidade Total: 462<br>Capacidade de Armazenagem do Refrigerador: 362<br>Capacidade de Armazenagem do Freezer: 100<br>Capacidade de Armazenagem Total: 462<br>Modelos: sim<br>Linha/Coleção: Tarantino<br><br><br>Dimensões:<br>Altura: 189 cm<br>Largura: 77 cm<br>Profundidade: 79,4 cm<br>Peso: 82 kg<br><br><br>Garantia do Fornecedor de 12 meses","{""capacidade_liquida_total"":""462 L"",""cor"":""Branco"",""marca"":""Brastemp"",""quantidade_de_portas"":""2 Portas"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""127 V""}",462 L,Branco,Brastemp,,Frost Free,127 V,2 Portas,,462 Litros,Não informado,Brastemp,Não informado,Frost Free,Não informado,2,462,Branco,Brastemp,,Frost Free,110V,2 Portas,462L
whirlpool||1549,Geladeira Brastemp Frost Free Inverse 565 litros cor Inox com Ice Maker,"<p>Surpreenda-se<br>Elegante por fora e gigante por dentro, a Geladeira Brastemp Inverse Maxi possui 573 Litros de capacidade. A configuração Inverse, com freezer embaixo e refrigerador em cima, deixa os alimentos mais utilizados sempre à vista e à mão. Ela possui a solução de gelo Ice Maker e Smart Door. O Controle Eletrônico permite acionar as funções em apenas um toque.</p><p>Controle Eletrônico<br>Com funções pré-programadas, ajuste em apenas um toque a temperatura do refrigerador de acordo com a intensidade de uso.</p><p>Smart Stock<br>Já imaginou uma geladeira que mostra quando os alimentos estão para vencer e os incluem automaticamente em uma lista de compras digital que pode ser visualizada diretamente no celular? Com Brastemp Inverse com Central Inteligente isso é possível!</p><p>Smart Door<br>Tenha suas bebidas na temperatura ideal sempre a mão com a Smart Door. Por ela é possível pegar latas e garrafas armazenadas no compartimento Home Bar sem precisar abrir a porta da geladeira.</p><p>Ice Maker<br>Produz gelo automaticamente, a partir do abastecimento do reservatório de água, para que esteja disponível sempre que precisar!</p>","{""capacidade_liquida_total"":""565 L"",""cor"":""Inox"",""marca"":""Brastemp"",""quantidade_de_portas"":""2 Portas"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""220 V""}",565 L,Inox,Brastemp,,Frost Free,220 V,2 Portas,,565 litros,Inox,Brastemp,Não informado,Frost Free,Não informado,Não informado,573 Litros,Inox,Brastemp,Evox,Frost Free,220V,2 Portas,565L
