title,description,Unnamed: 2,Atributos <empresa terceira>,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,AtributosAI-PAVE-BR,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Atributos Multimídia,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
Guarda-Roupa Casal Havana Master 8 Portas 6 Gavetas Santos Andira,"Um guarda-roupa completo! Com muito espaço para todas as suas roupas. Com 06 amplas gavetas que além de espaçosas, deslizam sobre corrediças metálicas, facilitando o abrir e fechar de todos os dias. Possui espaço interno privilegiado com 04 cabideiros calceiros metálicos para pendurar as roupas com organização e qualidade, puxadores em alumínio deixando o produto muito moderno, e 10 amplas prateleiras para guardar as roupas que precisam ser dobradas. Um detalhe muito bacana desse produto é um compartimento interno que fica camuflado dentro do produto, onde podem ser guardados pertences de mais valor como relógios, joias, etc, com mais segurança, como se fosse um cofre.<br> <br> <br> Características:<br> 08 portas com dobradiças metálicas<br> Muito mais prateleiras<br> 04 cabideiros de metal alumínio<br> 06 gavetas com corrediças metálicas<br> Cofre embutido<br> Puxadores em alumínio<br> <br> <br> Dimensões:<br> Altura:217,6 cm<br> Largura: 240,3 cm<br> Profundidade: 46,3 cm<br> Peso: 158,70 Kg<br> <br> <br> Garantia do fornecedor de 3 meses.","{""cor"":""Atacama"",""marca"":""Santos Andirá"",""tamanho"":""Casal""}",Atacama,Santos Andirá,,,Casal,,,,,,,,,,,,Não informado,Santos Andira,6,8,Casal,Guarda-Roupa,Não informado,Não informado,Não informado,Não informado,10,2403,8 Portas,Não informado,"gavetas com corrediças metálicas, cabideiros de metal alumínio, cofre embutido, puxadores em alumínio, dobradiças metálicas",Havana Master,Atacama,Santos Andirá,6 Gavetas,8 Portas,Casal,,,,Convencional
Conjunto Guarda Roupa e Cabeceira Casal Ankara Branco,"<p>Este Conjunto, possui todas as funcionalidades para atender a necessidade de espaço e organização do seu quarto!</p> <p>O Guarda Roupaconta com 6 portas, com dobradiças metálicas e 9 gavetas com corrediças telescópicas</p> <p>Conta também com 4 prateleiras, 2 cabideiros em alumínio e puxadores em ABS na cor champagne.</p> <p>A Cabeceira é feita em MDP 15 e 25mm e com uma estrutura para colchões box até 138cm ela irá deixar seu quarto de casal charmoso e elegante.</p> <p>O destaque fica para o baú e as prateleiras. O baú oferece um amplo espaço para guardar cobertores, travesseiros e lençóis, já as prateleiras são perfeitas para pequenos objetos decorativos, assim deixando seu ambiente mais agradável e prático</p> <p>Dimensões do Guarda Roupa:</p> <p>Altura: 200 cm</p> <p>Largura: 179,4 cm</p> <p>Profundidade: 46,3 cm</p> <p>Informações do Guarda Roupa:</p> <p>Cor:Branco</p> <p>Material Principal: MDP</p> <p>Portas com dobradiças metálicas</p> <p>Puxadores em ABS</p> <p>Gavetas com corrediças telescópicas</p> <p>Cabideiros em alumínio</p> <p>Portas: Sim (6)</p> <p>Gavetas: Sim (9)</p> <p>Cabideiros: Sim (2)</p> <p>Prateleiras: Sim (4)</p> <p>Dimensões da Cabeceira:</p> <p>Altura: 111,5 cm</p> <p>Largura: 147,5 cm</p> <p>Profundidade: 22,5 cm</p> <p>Informações da Cabeceira:</p> <p>Cor:Branco</p> <p>Material Principal: MDP</p> <p>Para colchões box de 138cm</p> <p>Amplo baú com espaço para travesseiros, lençóis, etc</p> <p>Prateleiras na cabeceira para apoio de objetos</p> <p>Detalhe usinado para abertura na porta do baú</p> <p>Itens Inclusos:</p> <p>01 Guarda Roupa</p> <p>01 Cabeceira</p> <p>Manual de Montagem</p> <p>Kit completo para montagem e manual de instruções</p> <p>Garantia:</p> <p>3 meses contra defeito de fabricação</p> <p>Informações Adicionais:</p> <p>Fotos meramente ilustrativas do produto no ambiente.</p> <p>Os objetos que ambientam as fotos não acompanham o produto;</p> <p>Verificar descrição e tamanho do produto antes da compra.</p> <p>Avaliar a mercadoria no ato do recebimento e recusar em caso de divergência ou avarias.</p> <p>Mantenha as informações de contato e endereço de entrega atualizados para entrarmos em contato caso necessário.</p> <p>Limpar com flanela ou pano macio seco, não utilizar produtos abrasivos, desengordurantes, álcool ou solvente. Não expor o produto diretamente à luz solar e à umidade.</p> <p>Sugerimos a contratação de um montador profissional para a montagem do produto. Não nos responsabilizamos por avarias causadas no ato da montagem.</p> <p>Não nos responsabilizamos pela montagem e desmontagem do produto no ato da entrega e devolução, assim como os custos gerados nestas situações.</p> <p>A transportadora entregará o produto no andar térreo do endereço de entrega.</p> <p>Não nos responsabilizamos por subir escadas, corredores e elevadores ou transporte por guincho em apartamentos.</p>","{""cor"":""Branco"",""marca"":""Santos Andirá"",""tamanho"":""Casal""}",Branco,Santos Andirá,,,Casal,,,,,,,,,,,,Branco,Não informado,9,6,Casal,Guarda-Roupa,MDP,Não informado,Não informado,MDP,4,1794,Sim,Dobradiças metálicas,"Gavetas com corrediças telescópicas, Cabideiros em alumínio",Não informado,,,,,,,,,
Guarda Roupa Solteiro Virtus com Espelho MDF 3 Gavetas Novo Horizonte,"<p>Guarda Roupa Solteiro Virtus com Espelho MDF 3 Gavetas Novo Horizonte</p><p><br></p><p> Móvel necessário para o bom funcionamento do quarto, ideal para que a organização do ambiente fique em dia. Confira!</p><p><br></p><p> Características:</p><p> 100 MDF</p><p> Espelho com película de segurança</p><p> Colunado em 25mm</p><p> Espaço para longo</p><p> Trilho inferior em alumino e roldanas com amortecedores</p><p> Perfil Puxador e batente alinhador em alumínio bronze</p><p> Roldana superior com rolamento e freio</p><p> Excelente divisão interna</p><p> Gavetas internas com puxadores</p><p> Corrediças telescópicas</p><p> Cabideiros e calceiros em alumínio-</p><p> 3 Gavetas</p><p><br></p><p> Dimensões:</p><p> Altura: 236 cm</p><p> Largura: 162 cm</p><p> Profundidade: 55,5 cm</p><p> Peso: 139 kg</p><p><br></p><p> Garantia do Fabricante: 03 meses</p><p><br></p><p> Informações Importantes:</p><p> Não efetuamos montagem de produtos. </p><p> O envio desse produto é feito através de transportadora.</p><p> Produtos podem apresentar diferenças de tonalidades entre a foto na tela e o produto real, devido a calibração da tela.</p><p> Para devoluções, os produtos devem estar com as embalagens originais.</p><p> Limpar com flanela ou pano macio. Não utilizar álcool. Não utilizar produtos abrasivos ou corrosivos.</p><p> Nós prezamos pela qualidade da entrega em primeiro lugar, trabalhamos com transportadoras altamente selecionadas.</p>","{""cor"":""Branco"",""marca"":""Móveis Novo Horizonte"",""quantidade_de_gavetas"":""3 Gavetas"",""tamanho"":""Solteiro""}",Branco,Móveis Novo Horizonte,3 Gavetas,,Solteiro,,,,,,,,,,,,Não informado,Virtus,3 Gavetas,Não informado,Solteiro,Guarda Roupa,MDF,Não informado,Com Espelho,MDF,Não informado,Não informado,Não informado,Não informado,"Espelho com película de segurança, Colunado em 25mm, Espaço para longo, Trilho inferior em alumino e roldanas com amortecedores, Perfil Puxador e batente alinhador em alumínio bronze, Roldana superior com rolamento e freio, Excelente divisão interna, Gavetas internas com puxadores, Corrediças telescópicas, Cabideiros e calceiros em alumínio",Não informado,BRANCO,Novo Horizonte,3 Gavetas,2 Portas,Solteiro,,MDF,,Correr
Guarda Roupa Leão 6 Portas Castanho Wood Baunilha Bnn Decor,"Guarda Roupa Leão 6 Portas Castanho Wood Baunilha Bnn Decor No nosso dia a dia, sempre precisamos de móveis que facilitem nossa vida, agregando espaço, conforto e beleza em um produto só. A linha de Guarda Roupa Leão, é um projeto que une sofisticação e organização, pois seu quarto merece o melhor. O Guarda Roupa contém 6 portas de abrir, 4 gavetas com corrediças telescópicas e 7 nichos para organização. Além disso, ele é totalmente estruturado em MDP.OBS: produto com espelho ESPECIFICAÇÕESEstrutura: MDPCor: Castanho Wood/BaunilhaAltura: 212 cmLargura: 195 cmProfundidade: 47 cmPeso: 131kgGarantia: 90 diasVolumes: 3 Montagem: O Produto vai desmontado com manual e todos acessórios. Recomendamos que a montagem seja feita por um profissional.IMPORTANTE (LEIA COM ATENÇÃO): Ao realizar a compra o cliente está ciente das condições abaixo descrita.1 - Não realizamos a montagem dos móveis. Como forma de oferecer preços competitivos aos nossos clientes, não acrescentamos o valor da montagem em nossos produtos.2 - Nossos produtos são entregues desmontados e em caixas de papelão bem protegidos, evitando ao máximo que o produto chegue avariado até sua casa.3 - A montagem, desmontagens e instalações devem ser contratadas pelo cliente. Não realizamos ou pagamos esse tipo de serviço, o produto vem com instrução de montagem.4 - Para que seu produto tenha uma montagem perfeita orientamos contratar um montador profissional. Caso você mesmo queira montar o produto siga a instrução de montagem, ficando para o comprador a inteira responsabilidade de avaria do mesmo pela montagem.5 - Nossas entregas são feitas por transportadoras parceiras. São eles que irão cuidar do seu produto para que o mesmo chegue rápido e com qualidade na sua casa.6 - Não realizamos entrega em zona rural.7 - Antes da compra confira as dimensões, e certifique-se de que o produto passará por elevadores, portas e corredores, já que nossa entrega não inclui a subida de lances de escada, quaisquer despesas deste tipo ficam a cargo do cliente.8- Nossas entregas são feitas apenas em via terrestre, não nos responsabilizamos ou pagamos por contratação de balsas ou barcos, o mesmo também fica a cargo do cliente.9 - Os objetos de decoração que ambientam as fotos não acompanham o produto.10 – O frete não é grátis. Você deve ir nas perguntas passar o seu CEP e perguntar o frete, caso não esteja aparecendo nenhum valor especificando o mesmo.11 - O produto é novo. Todos os nossos produtos são novos, enviados de nossos fornecedores diretamente para as casas de nossos clientes.12 - As cores do produto no site podem variar de acordo com o monitor, a iluminação do ambiente ou sua percepção visual. Garantia do Produto:Produto com 90 dias de garantia, na parte técnica do produto.Pedimos que no momento do recebimento de seu produto faça a conferência junto com o entregador, caso haja avaria no transporte do mesmo nos informe. Sobre a Limpeza do Produto:Na limpeza do produto usar somente pano meio úmido auxiliado por um outro seco.Não usar nenhum produto a base de solvente na limpeza do produto, pois pode danificá-lo.","{""cor"":""Castanho Wood, Baunilha"",""marca"":""Moval"",""quantidade_de_portas"":""6 Portas"",""tamanho"":""Casal""}","Castanho Wood, Baunilha",Moval,,6 Portas,Casal,,,,,,,,,,,,Castanho Wood Baunilha,Bnn Decor,4,6,Não informado,Guarda Roupa,MDP,Não informado,com espelho,MDP,7,195 cm,6 Portas de abrir,abrir,corrediças telescópicas,Não informado,Baunilha,Moval,4 Gavetas,6 Portas,Casal,,MDP,,Convencional
Guarda Roupa Closet Casal Industrial com Espelho Tóquio Preto/Demolição 174cm - Pallazio,"O Guarda Roupa Closet Casal Industrial com Espelho Tóquio Preto/Demolição 174cm é a escolha ideal para quem busca praticidade e estilo em um só móvel. Com um design industrial elegante, ele combina as cores preto e demolição, criando um visual sofisticado que se adapta a diversos ambientes. O espelho integrado amplia a sensação de espaço, além de ser um recurso funcional para o dia a dia.Com 174 cm de largura, este guarda-roupa oferece amplo espaço para armazenar roupas e acessórios de forma organizada.<br>As prateleiras são bem distribuídas, proporcionando fácil acesso e visualização das peças.<br>As duas gavetas espaçosas são perfeitas para itens menores, garantindo que tudo esteja sempre ao seu alcance.Fabricado com materiais de alta qualidade, o Guarda Roupa Tóquio é resistente e durável, garantindo um excelente custo-benefício.<br>A estrutura tipo closet aberta facilita a organização e torna o ambiente mais moderno e funcional.<br>Além disso, a inclusão do espelho agrega praticidade e um toque de elegância ao móvel, tornando-o perfeito para qualquer casal que valorize um espaço bem decorado e eficiente.<br>Informações Técnicas:Material da estrutura: Aço Carbono/MDP<br>Peso suportado: 60 kg distribuídos<br>Acabamento: Pintura epóxi a pó/BP<br>Possui Pés: Sim<br>Possui Gavetas: Sim<br>Possui Cabideiro: Sim<br>Possui Prateleiras: Sim<br>Possui Nichos: Sim<br>Possui Portas: Sim<br>Quantidade de Gavetas: 2 Gavetas<br>Sistema de montagem: Parafusos/Cavilhas<br>Manual de montagem: Sim<br>Montagem: Recomendamos que seja feita por um profissionalLimpeza: Utilizar um pano levemente úmido<br>Medidas:Altura total: 187 cm<br>Largura total: 174 cm<br>Profundidade total: 48 cm<br>Peso: 70 kgInformações Importantes:Confira as dimensões do produto no momento da compra e certifique-se de que passará normalmente por escadas, elevadores, portas e corredores.<br>Os produtos vão embalados e enviados com total segurança.<br>As cores dos produtos podem sofrer alterações dependendo do seu monitor.<br>Não nos responsabilizamos no ato da entrega por montagens, desmontagens, instalações de produtos.<br>Não nos responsabilizamos no ato da entrega por subir escadas, elevadores, nem utilização de guinchos ou equipamentos similares para acesso a pisos superiores em apartamentos.","{""cor"":""Castanho"",""tipo"":""Closet""}",Castanho,,,,,Closet,,,,,,,,,,,PretoDemolição,Pallazio,2 Gavetas,Não informado,174cm,Closet,Aço CarbonoMDP,Industrial,Espelho,Aço CarbonoMDP,Não informado,Não informado,Sim,Não informado,Espelho,Não informado,Castanho,Pallazio,2 Gavetas, 1 Porta,Casal,Closet,Aço e Madeira,,Convencional
Guarda Roupa Casal 8 Portas Demolição 1684 Araplac,"A Araplac conta com uma equipe especializada em pesquisa e análise de mercado, que com qualidade, traz soluções eficazes à seus produtos. A Araplac busca a excelência e por tal motivo se destaca entre as principais marcas do seu setor atuante, no mercado. Quer um Guarda-Roupa de qualidade e deixar seu quarto moderno? O móvel para dormitórios com espaço interno amplo e grande opção de cabideiros com prateleiras que atendem as necessidades do consumidor.<br> <br>Peças para montagem<br>- Kit de parafusos<br>- Dobradiças<br>- Cavilhas<br>- Prego<br>- Minifix<br>- Cantoneira<br>- Corrediça<br>- 3 Cabideiros<br>- 8 Puxadores (Porta)<br>- Manual de Instruções<br> <br>Cuidados Básicos<br>Utilizar flanela limpa e seca na limpeza, não utilizar produtos de origem química, tais como: álcool, removedores, polidor, ou qualquer produto abrasivo (Eles podem reagir com o verniz do produto e danificá-lo), não expor o produto diretamente à luz do sol, não coloque o produto em paredes ou piso que contenham umidade ou estejam irregulares.Não transportar o produto montado, no momento da montagem forre o chão com papelão das embalagens para evitar riscos, utilize ferramentas adequadas: chave de fenda e philips, martelo e martelo de borracha.<br> <br>Obs.: No caso de uso da parafusadeira, cuidado especial com aperto dos parafusos.<br> <br>Objetos de decoração não inclusos. Imagens meramente ilustrativas.<br> <br>Tipo: Casal<br>Cor: Demolição<br>Portas: 8<br>Vistas: 1<br>Gavetas: 4<br>Cabideiros: 4<br>Prateleiras: 12<br>Material: MDP<br> <br>Marca: Araplac<br>Conteúdo da embalagem: 1 Guarda roupa<br>Dimensões aproximadas do produto: 218 x 240 x 47 cm<br>Dimensões aproximadas da embalagem : 21 x 124 x 223 cm<br>Peso aproximado da embalagem: 157 Kg<br>Informações Adicionais: Incluso manual de instruções.<br>Código de Barras: 7898378878962.","{""marca"":""Araplac"",""quantidade_de_portas"":""8 Portas"",""tamanho"":""Casal""}",,Araplac,,8 Portas,Casal,,,,,,,,,,,,Demolição,Araplac,4,8,Casal,Casal,MDP,Não informado,Não informado,MDP,12,240,8,Não informado,Não informado,Não informado,Demolição,Araplac,4 Gavetas,8 Portas,Casal,,MDP,,Convencional
Closet com Cabideiro 2 Prateleiras Branco,"Closet com Cabideiro 2 Prateleiras Branco<br> <br>O móvel contrasta com o restante do ambiente e possibilita mais funcionalidade no seu dia-a-dia, além de sua versatilidade que faz com que possa ser utilizado em diferentes ambientes.<br>É formado por três camadas de partículas de madeira, uma mais grossa no meio e duas finas nas superfícies. Esse tipo de composição faz com que o produto tenha uma maior resistência estrutural, fazendo com que aguente mais peso, apesar de ser mais leve que o MDF. Já o MDP é mais utilizado em de espessura grossa, pois ele é mais leve e tem uma boa estrutura, aguentando mais peso. Outra vantagem é que ele é mais resistente à umidade.<br> <br>Características<br>Cor: Branco<br>Acabamento: Pintura BP<br>Estrutura: MDP 15 mm<br>2 Prateleiras<br>1 Cabideiro<br>Suporta até 50 Kg<br> <br>Dimensões<br>Peso: 23,52 kg<br>Altura: 220 cm<br>Largura: 70 cm<br>Profundidade: 44,5 cm<br> <br>Não nos responsabilizamos pela montagem.<br>As imagens são meramente ilustrativas. Objetos decorativos e eletrônicos não acompanham o produto.<br>A tonalidade dos produtos pode variar de acordo com a luminosidade, monitor ou percepção visual.","{""tipo"":""Closet""}",,,,,,Closet,,,,,,,,,,,Branco,Não informado,Não informado,Não informado,Não informado,Closet,MDP,Não informado,Cabideiro,MDP,2,70,Não informado,Não informado,"2 Prateleiras, 1 Cabideiro, Suporta até 50 Kg",Não informado,,,,,,,,,
Guarda-Roupa Casal 10 Portas 3 Gavetas Parma Sallêto Móveis,"Organize e encontre com mais facilidade suas roupas preferidas com o auxílio deste atraente Guarda-Roupa Parma. Confeccionado com materiais de qualidade e resistência, ele é a opção mais acertada para deixar seu dormitório muito mais arrumado e convidativo. Aproveite..","{""cor"":""Branco"",""quantidade_de_gavetas"":""3 Gavetas"",""tamanho"":""Casal""}",Branco,,3 Gavetas,,Casal,,,,,,,,,,,,Não informado,Sallêto Móveis,3 Gavetas,10 Portas,Casal,Guarda-Roupa,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Branco,Sallêto Móveis,3 Gavetas,10 Portas,Casal,,MDF e MDP,Moderno ,Convencional
Guarda Roupa Casal COR2303044 Freijó Carbono Flex - Araplac,"<p>Guarda Roupa Casal COR2303044 Freijó Carbono Flex - Araplac<br><br>O Guarda Roupa COR23030 é a escolha perfeita para quem busca funcionalidade e elegância na organização do espaço.Oferece amplo espaço interno para organizar os pertences de maneira eficiente, fabricado pela Araplac com materiais de alta qualidade com resistencia e durabilidade garantindo sua satisfação a longo prazo. Confira as características técnicas e adquira o seu! </p><p>Características técnicas<br>- Desenvolvido em MDP<br>- Pintura UV<br>- Sistema Flex, podendo ser montado nas cores:<br> - Freijó<br> - Freijó Carbono<br>- 3 Portas de correr<br>- Puxadores em PVC<br>- Cabideiros metálicos<br>- Interna com prateleiras para melhor organizar os pertences<br>- Lindo design</p><p>Dimensões<br>Altura: 200 cm<br>Largura: 179 cm<br>Profundidade: 47 cm<br>OBS: Não acompanha decorações, roupas, calçados e acessórios. </p><p>Atenção: Não nos responsabilizamos pela montagem ou instalação do produto, porém acompanha manual de instruções.<br>Importante: Imprescindível a conferência no ato da entrega. Em caso de anormalidade, recuse.</p>","{""marca"":""Araplac"",""tamanho"":""Casal""}",,Araplac,,,Casal,,,,,,,,,,,,Freijó Carbono,Araplac,Não informado,3,Casal,Guarda Roupa,MDP,Não informado,Não informado,MDP,Não informado,179 cm,3 Portas de correr,Correr,"Cabideiros metálicos, Interna com prateleiras para melhor organizar os pertences",Não informado,Carbono e Freijó,Araplac,,3 Portas,Casal,,MDP,,Correr
Guarda Roupa Casal 6 Portas 2 Gavetas NT5010 Notável Móveis,"O Guarda Roupa Casal NT5010 da Notável Móveis é composto por duas gavetas e dois cabideiros sem contar com as divisórias para ajudar na organização dos vestuários e acessórios.<br> <br> <br> Características: <br> 6 Portas <br> 2 Gavetas<br> 2 Cabideiro<br> 4 Prateleira<br> Acabamento acetinado, pintura UV<br> Estrutura MDP 12 e 15mm<br> Puxador em PVC<br> Corrediças metálica<br> Pés quadrados de plástico<br> <br> <br> Dimensões:<br> Altura: 187 cm<br> Largura: 161 cm<br> Profundidade: 43,7 cm<br> Peso: 78,2 kg<br> <br> <br> Recomendações: Para maior durabilidade, recomenda-se que a limpeza dos móveis seja feita com pano limpo e levemente umedecido em água e sabão neutro. Em seguida, deverá ser passado um pano limpo e seco.<br> <br> <br> Garantia do fornecedor: 3 meses.","{""marca"":""Notável Móveis"",""tamanho"":""Casal""}",,Notável Móveis,,,Casal,,,,,,,,,,,,Não informado,Notável Móveis,2,6,Casal,Guarda Roupa,MDP,Não informado,Não informado,Não informado,4,161 cm,6 Portas,Não informado,"2 Gavetas, 2 Cabideiro, 4 Prateleira, Acabamento acetinado pintura UV, Estrutura MDP 12 e 15mm, Puxador em PVC, Corrediças metálica, Pés quadrados de plástico",Não informado,Nude,Notável Móveis,2 Gavetas,6 Portas,Casal,,MDP ,,Convencional
Guarda-Roupa 8 Portas Branco Diamante 2.75 M,"Guarda-Roupa 8 Portas Branco Diamante 2.75 M<br>O Guarda-Roupa 3 Portas com Espelho - Modelo Diamante possui um amplo espaço e um design inteligente para acomodar suas roupas e diversos objetos. Bem como o espelho embutido na porta. Além disso, vai deixar o ambiente do seu quarto com um visual mais elegante.<br> <br>MEDIDAS:<br>Altura: 2.40m<br>Altura com pé: 2,50m<br> Largura: 2.75m<br> Profundidade: 57cm<br> <br>CARACTERÍSTICAS:<br><br>Estrutura 100% em MDF;<br>Dobradição Slow<br>Corrediça telescópica 40cm;<br>Profundidade da gaveta 40cm;<br>Abertura total da gaveta;<br>Puxadores de madeira;<br>Produzido com chapa de 15mm e 25mm;<br>8 portas e 8 gavetas<br>Espelho opcional; ""NÃO INCLUSO""<br>Pés opicionais (montagem com 10 pés); ""NÃO INCLUSO""<br><br><br> <br>* As imagens dos produtos são meramente ilustrativas.<br> * Montagem não inclusa.","{""marca"":""D'Doro""}",,D'Doro,,,,,,,,,,,,,,,Branco Diamante,Não informado,8,8,275 M,Guarda-Roupa,MDF,Não informado,"Espelho opcional NÃO INCLUSO, Pés opicionais montagem com 10 pés NÃO INCLUSO",MDF,Não informado,275,8 Portas,Não informado,"Dobradiça Slow, Corrediça telescópica 40cm, Profundidade da gaveta 40cm, Abertura total da gaveta, Puxadores de madeira",Não informado,Branco,D'Doro Móveis,8 Gavetas,8 Portas,Casal,,MDF,,Convencional
Guarda-roupa Solteiro Toy Story 2 Portas 2 Gavetas,,"{""marca"":""Móveis Estrela"",""quantidade_de_gavetas"":""2 Gavetas"",""tamanho"":""Solteiro"",""tipo"":""Solteiro""}",,Móveis Estrela,2 Gavetas,,Solteiro,Solteiro,,,,,,,,,,,Não informado,Não informado,2 Gavetas,2 Portas,Solteiro,Guarda-roupa,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2 Portas,Não informado,Não informado,Toy Story,Branco,Móveis Estrela,2 Gavetas,3 Portas,Solteiro,,,,Convencional
Guarda-Roupa Casal Belchior 6 Portas 6 Gavetas Cinamomo/Off White - Panorama Móveis,"Descrição:<br><br>O(a) Guarda-Roupa Casal Belchior 6 Portas 6 Gavetas Cinamomo/Off White - Loja é produzido em MDF na escala de brilho Fosco e Semi-Brilho, e possui um grau de dificuldade de montagem: Médio.<br><br>Seu revestimento/acabamento é: Pintura UV.<br><br><br><br>Infelizmente a Loja não oferece serviço de montagem, deixamos essa informação bem clara em todas as nossas páginas de produto. Onde especificamos que os móveis chegarão desmontados, e que a montagem fica por conta do cliente.<br><br><br><br>Como não oferecemos esse serviço não embutimos o mesmo no preço dos produtos, ou seja, maior economia para você! Todos os nossos móveis também acompanham o manual de montagem, e caso você queira, pode realizar a montagem você mesmo, sempre especificamos os graus de montagem dos produtos.<br><br><br><br>Nos casos de grau baixo e médio, com pouco ou nenhum conhecimento, você mesmo pode efetuar a montagem, e fazer essa economia. Apenas nos graus de montagem alto, recomendamos a contratação de um montador com experiência, visto que são montagens mais complicadas. A montagem é feita com Parafusos, cavilhas e Minifix..<br><br><br><br>Este móvel é indicado para que seja utilizado no(a) Quarto, dando um toque especial no cômodo de sua casa.<br><br>Para que você mantenha seu produto sempre em ótimo estado, recomendamos que use apenas um pano seco ou levemente umedecido, sem o uso de quaisquer produtos abrasivos.<br><br><br><br>A Loja garante aos clientes, 90 dias de garantia nos produtos, porém, recomendamos que entre em contato com o fornecedor/marca do produto, pois o mesmo(a), pode garantir um prazo maior de garantia.<br><br><br><br>Lembrando ainda que: quaisquer objetos decorativos que aparecem nas imagens, não acompanham o produto.<br><br>Características:<br><br>- Material da Estrutura: MDF<br>- Necessita de Montagem: Sim<br>- Como os Móveis Chegarão na Minha Casa: Desmontado em caixas, acompanhado de todas as peças, ferragens e manuais para montagem.<br>- Grau de Dificuldade da Montagem: Médio<br>- Sistema de Montagem: Parafusos, cavilhas e Minifix.<br>- Observação: Objetos decorativos que aparecem nas imagens, não acompanham o produto.<br>- Recomendação de Manutenção: Utilizar pano levemente umedecido, seguido de pano seco. Não utilizar quaisquer produtos abrasivos.<br>- Indicação de Uso: Quarto<br>- Garantia (dias): 90<br>- Escala de Brilho: Fosco e Semi-Brilho<br>- Acompanha: Guarda-Roupa + Kit Ferragens + Manual de Montagens<br>- Quantidade de Pés/Sapatas: 8<br>- Material do Cabideiro: Alumínio<br>- Peso Suportado no Cabideiro (Kg): 7<br>- Possui Sapatas?: Sim<br>- Modelo: Casal<br>- Quantidade de Cabideiros: 3<br>- Revestimento /Acabamento: Pintura UV<br>- Possui Rodízios?: Não<br>- Quantidade de Portas: 6<br>- Tipo de Porta: Portas de Bater<br>- Quantidade de Gavetas: 6<br>- Possui Espelho?: Não<br>- Possui Vidro?: Não<br>- Peso Suportado nas Gavetas (Kg): 5 Kg<br>- Material das Corrediças: Metálica<br>- Material das Dobradiças: Metálica<br>- Material do Puxador: Madeira<br>- Espessura da Estrutura: 12mm e 15mm<br>- Possui Gavetas?: Sim<br>- Tipo da Corrediça: Telescópica<br>- Possui Portas?: Sim<br>- Material da Porta: MDF<br>- Espessura da Porta: 15 mm<br>- Possui Prateleiras?: Sim<br>- Quantidade de Prateleiras: 6<br>- Peso Suportado nas Prateleiras:: 5 Kg<br>- Tipo de Guarda-Roupa/Closet: Convencional<br>- Montagem Invertida?: Não Pode ser Montado Invertido<br>- Possui Puxadores?: Sim<br>- Possui Pés?: Não<br>- É frágil?: Não<br>- Possui Ripamento?: Não<br>- Com Nichos?: Não<br>- Acompanha Manual de Montagem: Sim<br>- Possui Nicho?: Não<br><br><br>Dimensões:<br><br>- Altura: 234,00 cm<br>- Largura: 274,00 cm<br>- Profundidade: 55,00 cm<br>- Peso: 217,600 kg","{""cor"":""Bege"",""quantidade_de_gavetas"":""6 Gavetas"",""quantidade_de_portas"":""6 Portas"",""tamanho"":""Casal""}",Bege,,6 Gavetas,6 Portas,Casal,,,,,,,,,,,,CinamomoOff White,Panorama Móveis,6,6,Casal,Closet Convencional,MDF,Não informado,Não informado,MDF,6,Não informado,6 Portas,Portas de Bater,Não informado,Não informado,Cinamomo e Off White,Panorama Móveis,6 Gavetas,6 Portas,Casal,,MDF,,Convencional
Guarda-roupa Ollie 3 Portas 9 Prateleiras 3 Gavetas,"Apresentamos o Guarda-Roupa Ollie com três portas deslizantes, uma solução altamente prática para otimizar o seu espaço de armazenamento. Projetado visando a máxima funcionalidade, este guarda-roupa oferece um layout inteligente para organizar suas roupas e acessórios de forma eficiente. Fabricado com materiais robustos, proporciona durabilidade e confiabilidade no dia a dia. Com suas portas de correr, economiza-se espaço e simplifica-se o acesso ao conteúdo interno. Renove sua organização com o Guarda-Roupa Ollie, onde a praticidade é a principal prioridade, garantindo um ambiente mais funcional e organizado.","{""cor"":""Branco"",""marca"":""Móveis Lopas"",""quantidade_de_gavetas"":""3 Gavetas"",""tamanho"":""Casal""}",Branco,Móveis Lopas,3 Gavetas,,Casal,,,,,,,,,,,,Não informado,Ollie,3 Gavetas,3 Portas,Não informado,Guarda-Roupa,Não informado,Não informado,Não informado,Não informado,9 Prateleiras,Não informado,3 portas deslizantes,deslizantes,Não informado,Não informado,Branco,Móveis Lopas,3 Gavetas,9 Portas,Casal,,MDF e MDP,Moderno ,Correr
