Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,AI-PAVE-BR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Atributos Multimídia,Unnamed: 14,Unnamed: 15,Unnamed: 16
multiloja||31640,Lavadora de Roupas,Lavadora de Roupas Consul CWB09BB 9kg,"A nova Máquina de Lavar Consul 9kg conta com a Dosagem Econômica que permite a economia de até 70 de sabão, com o exclusivo Copo Dosador, com a praticidade da Régua de Nível Fácil que te ajuda a saber o nível correto de água, basta olhar na régua dentro do cesto, e com o Ciclo Edredom, bem pensado para cuidar do seu edredom.<br> <br> <br> Características: <br> Capacidade 9kg<br> Potência 415W(110V) - 426W(220V)<br> Abertura da Tampa - Superior<br> Display Digital<br> Desligamento automático <br> 4 Níveis de Água<br> Consumo Aproximado de Água - 103 Litros<br> Faixa Capacidade 8kg a 9kg<br> 16 Ciclos de Lavagem<br> Centrifugação - normal e mais secas<br> Programas de lavagem - Brancas, coloridas, escuras, cama e banho, jeans, roupas delicadas, roupas de bebê, casaco e moletom, tênis, limpeza lavadora, lavagem eco, rápido, limpeza pesada, edredom, enxaguar e centrifugar.<br> Pés Niveladores<br> Cesto Plástico<br> <br> <br> Dimensões:<br> Altura: 101 cm<br> Largura: 58 cm<br> Profundidade: 60 cm<br> Peso: 29,40 kg<br> <br> <br> Garantia do fornecedor de 12 meses","{""capacidade_de_lavagem"":""9 kg"",""cor"":""Branco"",""marca"":""Consul""}",Consul,,9 kg,Branco,Consul,110V - 220V,9kg,Não informado,Consul,,9kg,Branco
tabaratotolevando||10071,Lavadora de Roupas,Máquina de Lavar Brastemp 12KG 12 Programas BWR12A9BNA,"A Máquina de Lavar Brastemp 12kg titânio conta com Design moderno e exclusivo sistema Soft Close, garantindo um fechamento suave e sem impacto, a alta Performance do Ciclo Tira-Manchas Pro, potencializado com a Função Água Quente, para retirar mais de 40 manchas1, e o cuidado do Ciclo Antibolinhas<br> <br> Características:<br> Ciclo Tira Manchas Pro<br> Ciclo Tira Manchas Pro alterna as condições ideais de temperatura e agitação para máxima performance de lavagem, removendo mais de 40 tipos de manchas1 desde as mais frequentes até as mais difíceis, como gordura, desodorante2 e canetinha, sem danificar os tecidos.<br> <br> Água Quente<br> A Função Água Quente potencializa a retirada de sujeira, facilitando a remoção de manchas a partir do aumento de temperatura da estrutura do tecido.<br> <br> Ciclo Edredom<br> Cama, Banho, Jeans, Casaco... até Edredom? pode ser lavado sem preocupação e sem esforço!<br> <br> Enxágue Antialérgico<br> Etapas adicionais de enxágue promovem a remoção de resíduos de amaciante e sabão de forma mais eficiente, minimizando riscos de irritação na pele.<br> <br> Ciclo Anti Bolinhas<br> Ciclo com lavagem especial que previne a formação de bolinhas na roupa durante o processo de lavagem, mantendo-as com aparência de novas por mais tempo.3<br> <br> Ciclo Roupas Delicadas<br> Cuidado extra* na lavagem de tecidos delicados, através da suavidade de agitação.<br> <br> Ciclo Cores Duradouras<br> Ciclo especial que previne o desbotamento das roupas coloridas durante a lavagem, mantendo as cores originais do tecido.<br> <br> Cestos Resistentes<br> Toda modernidade do acabamento inox no interior da sua lavadora.<br> <br> Sensor Nível de Água<br> Ajusta o nível de água necessário para cada lavagem de acordo com a quantidade de roupa, melhorando a performance de lavagem e evitando desperdício.<br> <br> PROGRAMAS DE LAVAGEM: <br> Dia a Dia<br> Tira Manchas<br> Cores Duradouras<br> Brancas<br> Cama e Banho<br> Edredom<br> Pesado e Jeans<br> Delicadas / Roupas Íntimas<br> Rápido<br> Antialérgico<br> Roupas de bebê<br> Anti bolinhas<br> <br> INFORMAÇÕES TÉCNICAS: <br> Marca: Brastemp<br> Modelo: BWR12A9<br> Capacidade: 12kg<br> Água quente: Sim<br> Classificação energética: A<br> Potência: 1500W<br> <br> DIMENSÕES:<br> Altura: 107 cm<br> Largura: 63 cm<br> Profundidade: 71 cm<br> Peso: 38 kg <br> <br> Garantia do fornecedor de 12 meses.","{""capacidade_de_lavagem"":""12 kg"",""cor"":""Titânio"",""marca"":""Brastemp"",""voltagem"":""127 V""}",Brastemp,127 V,12 kg,Titânio,Brastemp,Não informado,12kg,titânio,Brastemp,110V,12kg,Titânio
continentalcenter||392002010181000021,Lavadora de Roupas,Lavadora de Roupas Electrolux 16kg Branca 127V LPR16,"Lavadora de Roupas Electrolux 16kg Branca 127V LPR16<p>Não há nada melhor do que vestir uma peça de roupa limpinha, não é mesmo? E se eu te contar que a nova<strong> Lavadora de Roupas</strong> da <strong>Electrolux </strong>chegou para trazer essa sensação gostosa em todos os momentos? Com a capacidade total de 16kg e funções pensadas para cuidar das suas roupas, a Lavadora de Roupas da Electrolux é ideal para você. Para facilitar a sua rotina, ela elimina as manchas mais difíceis das roupas, sem prejudicá-las. </p><p>Lave as suas roupas em qualquer hora do dia com a função <strong>Ciclo Silencioso</strong>, ideal para quem mora em apartamento e precisa manter o silêncio depois de certo horário. Conta também com tecnologia <strong>Jet&amp;Clean</strong>, que quando acionada, dissolve completamente o produto, evitando manchas nas roupas, além de manter o dispenser sempre limpinho.</p><p>Seu design além de ser moderno, é funcional, conta com painel intuitivo e fácil de usar e se adequar às suas necessidades diárias de lavagem. Realizar a limpeza da máquina é rápido e prático, feito automaticamente, evita que resíduos de outras lavagens entre em contato com as suas roupas. Economia também marca presença na máquina, é possível reutilizar a água da lavagem para lavar o quintal e outros locais sem causar desperdícios.</p><p>Quer conhecer mais algumas características sobre a Lavadora de Roupas da Electrolux? Confira abaixo:</p><p><strong>Ciclos mais rápidos</strong><br>Mantém a durabilidade dos tecidos, sem danificar as roupas.</p><p><strong>Avança etapas</strong><br>Pare, avance ou retome a programação da máquina de lavar de onde parou, pressionando apenas uma única tecla.</p><p><strong>Novo filtro pega fiapos</strong><br>Filtro com volume de filtragem 10 vezes maior.**Comparado com o volume interno de filtragem do modelo LT12F. Os testes são feitos de acordo com procedimentos internos dos laboratórios da Electrolux.</p><p><strong>Dispenser autolimpante com tecnologia Jet&amp;Clean</strong><br>Possui um Jato d’água que, quando acionado, dissolve completamente o produto, evitando manchas nas roupas, além de manter o dispenser sempre limpo.</p><p><strong>Programa Tênis / Edredom</strong><br>Lave tênis, edredons e artigos de cama/banho com mais segurança. Os programas predeterminados facilitam as lavagens e conservam suas roupas.</p><p><strong>Dispenser Multibox</strong><br>Conta com todos os produtos que você precisa para deixar suas roupas limpas e macias em um único compartimento.</p><p><strong>Especificações Técnicas:</strong></p><p>Marca: Electrolux<br>- Capacidade: 16kg<br>- Ambiente: Lavanderia<br>- Capacidade de Lavagem: 16 Kg<br>- Consumo de Água: 180l/ciclo<br>- Consumo de Energia: 0,49 Kwh/ciclo<br>- Cor: Branca<br>- Sistema de Lavagem: Agitação<br>- Tipo de Abertura: Superior<br>- Peso Bruto: 52,2 Kg<br>- Água Quente: Não<br>- Centrifugação: Sim<br>- Cesto: Inox<br>- Dispenser para Alvejante: Sim<br>- Dispenser para Amaciante: Sim<br>- Dispenser para Sabão Em Pó: Sim<br>- Filtro Elimina Fiapos: Sim<br>- Interior de Aço Inox: Sim<br>- Painel Digital: Não<br>- Sistema de Lavagem: Agitação<br>- Visualizador de Etapas de Lavagem: Sim<br>- Dispenser para Sabão Líquido: Sim<br>- Quantidade de Programas de Lavagem: 12<br>- Tipo de Abertura: Superior<br>- Função Lava Tênis: Sim<br>- Lava Edredon: King Size<br>- Molho: Sim<br>- Enxágue: Sim<br>- Reaproveitamento de Água: Sim<br>- Esterilização: Não<br>- Pré-lavagem: Não<br>- Pés Niveladores: Sim<br>- Silenciosa: Sim<br>- Funções: Dispenser Multibox, Dispenser Autolimpante, Turbo Agitação, Reutilização de Água, Limpeza de Cesto, Programa Tênis/edredom, Avança Etapas, Painel Intuitivo<br>- Dimensões Produto Embalado (axlxp): 105,5 x 70,0 x 77,0 Cm<br>- Tensão: 127V<br>- Dimensões do produto (LxAxP): 66 x 102 x 73 cm<br>- Cor: Branca<br>- Profundidade: 73,0 Cm<br>- Peso: 50 Kg<br>- Conteúdo da Embalagem: Eps<br>- Classificação Energética: A<br>- Garantia do Produto: 12 meses</p>","{""capacidade_de_lavagem"":""16 kg"",""marca"":""Electrolux"",""voltagem"":""127 V""}",Electrolux,127 V,16 kg,,Electrolux,127V,16kg,Branca,Electrolux,110V,16kg,Branco
magazineluiza||213446100,Lavadora de Roupas,Lavadora de Roupas Electrolux Direct Drive,"A Lavadora Turbo Premium tem capacidade de 16 kg, a maior do mercado, muito mais roupas lavadas em poucos ciclos. Lava até edredom king size. O motor é Direct Drive &amp; Gear (DD&amp;G) ou seja, sem correia e nem polias, maior força na lavagem sem danificar as roupas, centrifugação com menos vibração e ruído, durabilidade com alta eficiência energética e economia. Exclusivo Ciclo Noturno uma lavagem com menor ruído, ideal para lavagens noturnas. Silêncio e eficiência na sua lavanderia. Turbo Secagem Centrifugação mais eficiente e roupas mais secas em menos tempo. Filtro pega-fiapos no agitador retém os fiapos desagradáveis que podem ficar nas roupas após a lavagem. Duplo enxágue Para quem deseja ainda mais performance e limpeza das roupas.","{""capacidade_de_lavagem"":""16 kg"",""cor"":""Branco"",""marca"":""Electrolux""}",Electrolux,,16 kg,Branco,Electrolux,Não informado,16 kg,Não informado,Electrolux,220V,16kg,Branco
tabaratotolevando||11511,Lavadora de Roupas,Lavadora de Roupas Automática 17kg LEC17 Electrolux,"A Lavadora de Roupas Electrolux LEC17 com capacidade para 17kg, conta com dispenser autolimpante, 11 de programas de lavagem que facilitam sua rotina, novo display com Time Control, exclusiva Tecnologia JetClean que dilui até 100 do sabão e do amaciante e o exclusivo Ultra Filter Plus Pega Fiapos, que retém até 10x mais fiapos, além de possuir capacidade para lavar edredons de tamanho king size.<br> <br> Possui sistema de lavagem, que otimiza o tempo dos programas de forma automática, deixando-os mais rápidos quando necessário, promovendo mais cuidado e menos desgaste das roupas, melhorando o desempenho da máquina.<br> <br> Características:<br> Modelo: LEC17<br> Tipo: Top load - Automática<br> Capacidade de lavagem: 17 kg<br> Display: Time control<br> Painel: Digital<br> Programas de lavagem: 11<br> Níveis de água: Sim<br> Ciclos de lavagem: Sim<br> Sistema de lavagem: Agitação<br> Centrifugação: 630 rpm<br> Entrada para água quente: Não<br> Turbo secagem: Não<br> Molho: Não<br> Lava edredons: Sim, de casal tamanho King<br> Lava tênis: Não<br> Ciclo reaproveitamento da água: Sim<br> Sensor de carga de roupa: Não<br> Abertura: Superior<br> Cesto: Aço Inox<br> Dispenser: Sabão em pó, sabão líquido, amaciante e alvejante<br> Indicador de etapas de lavagem: Sim<br> Alças: Não<br> Pés: Niveladores<br> Rotação: 630 rpm<br> Classificação Energética: A<br> Consumo de energia: 0,52 W<br> Ultra Filter Pega Fiapos : Sim<br> Tecnologia JetClean : Sim<br> Controle de temperatura: Não<br> Capacidade de secagem: 17 kg<br> Função Ciclo Rápido: Sim<br> Passa fácil: Não<br> <br> Dimensões:<br> Altura: 105,20 cm<br> Largura: 66,20 cm<br> Profundidade: 72,50 cm<br> Peso: 46 kg<br> <br> Garantia do fornecedor: 12 meses","{""capacidade_de_lavagem"":""17 kg"",""cor"":""Branco"",""marca"":""Electrolux""}",Electrolux,,17 kg,Branco,Electrolux,Não informado,17kg,Não informado,Electrolux,220V,17kg,	Branco
fastshop2||EXLEC172,Lavadora de Roupas,Máquina de Lavar 17kg Electrolux Premium Care (LEC17),"DestaquesTime ControlPraticidade e otimização do seu tempo. Controle a duração do ciclo de lavagem e adapte-o se necessário através do display Controle de Tempo disponível no painel digital.Tecnologia Jet&amp;CleanDilui até 100%* do sabão e do amaciante, evitando manchas e relavagem.Única**com sistema Jet&amp;Clean.*Teste comparativo interno realizado com a LT10B (sem Jet&amp;Clean), verificando a distribuição dos insumos líquidos na carga de roupa mais próxima ao fundo do cesto, após o ciclo de lavagem, segundo testes internos da Electrolux. Área atingida pelos insumos líquidos de 99,99% e desvio padrão 0,01. **Jet&amp;Clean é a tecnologia exclusiva da Electrolux, que proporciona a limpeza da gaveta de sabão e amaciante através de jatos horizontais diretos na gaveta.Ultra Filter PlusFiltro Exclusivo que retém até 10 vezes* mais fiapos que podem ficar nas roupas após a lavagem.*O maior volume interno do filtro pode armazenar até 10 vezes mais fiapos. Este produto possui filtro com volume interno 10 vezes maior quando comparado ao volume interno do filtro do produto LT12F, segundo procedimento interno em laboratório da Electrolux.Alta CapacidadeAlém disso, permite lavar edredom tamanho King size. Lave as roupas de toda a família em um único ciclo! Maior praticidade no seu dia a dia.Sistema de Lavagem com Ciclos RápidosVida longa às roupas. Possui um sistema de lavagem, que otimiza o tempo dos programas de forma automática, deixando-os mais rápidos quando necessário e mantendo a mesma performance. Isso promove mais cuidado e menos desgaste das roupas. Sistema de lavagem, que otimiza o tempo dos programas de forma automática, deixando-os mais rápidos quando necessário e mantendo a mesma performance. Provendo mais cuidado e menos desgaste das roupas.*Programa Super SilenciosoLavadora com sistema de lavagem de tecnologia silenciosa que, através do programa “Super Silencioso”, reduz o nível de ruído durante a lavagem, o que permite lavar as roupas a qualquer horário, de acordo com a sua rotina.Cesto InoxPossui cesto inox, que porporciona um design mais moderno e mais cuidado com as suas roupas.Função Limpeza de CestoPossui uma função de autolimpeza no cesto da máquina. Essa limpeza, evita que resíduos de outras lavagens fiquem acumulados no cesto, promovendo uma lavagem mais eficiente. A lavadora avisa por um LED quando é recomendado fazer a limpeza do cesto.Programas de LavagemPossui 11 programas de lavagem, especialmente desenvolvidos para lavar adequadamente todos os tipos de roupas e sujeiras.Função Avança EtapasFunção que permite avançar a programação da máquina através de uma única tecla. Promovendo mais agilidade no dia a dia.Programa RápidoMaior praticidade e mais tempo livre pra você. Programa de lavagem rápida, ideal para roupas pouco sujas.Seleção de EnxágueFunção que permite ativação de enxágues adicionais, com o auxílio do display númerico. Promove mais performance no enxágue e menos resíduos de sabão nas roupas.Função Reutilização de ÁguaFunção que permite utilizar a água do pós lavagem, para outros fins, como por exemplo lavar o chão. Seleção Nível de SujeiraSelecione o nível de sujeira das roupas para ajuste automático da agitação no ciclo de lavagem.Agedar FimComodidade para programar o início do ciclo para o momento que quiser e adiá-lo quando necessário.Tampa de Vidro TemperadoTampa com vidro temperado que entrega maior segurança no momento de lavagem, além de ser mais amplo, permitindo melhor visualização do interior da lavadora.Design ModernoNovo design, mais moderno com alta durabilidade e robustez. Painel intuitivo com acabamento do painel na cor prata.CaracterísticasTipo: Lavadora de RoupasCapacidade de Lavagem: 17 KgAbertura: Top LoadProgramas de Lavagem: 11Painel: DigitalTemperatura de Água: FrioNível Automático de Água: SimOpções de Centrifugação: AVelocidade de Centrifugação: 630 rpmFunção Adiar a CentrifugaçãoFiltro Elimina Fiapos Dispenser de Sabão Dispenser de Amaciante Dispenser de AlvejanteAcabamento do Cesto: InoxVisualizador das Etapas de Lavagem Timer Função Duplo EnxagueFunção Ciclo Rápido Ciclo Personalizado Funcionamento: Elétrica Especificações TécnicasModelo: LEC17Cor: BrancoConsumo de Água: EconômicoConsumo de Energia: 0,43 KWh/mêsSelo Procel (Eficiência Energética): AVoltagem: 110V / 220V (não é bivolt)EAN: 7909569389331 (110V) / 7909569389348 (220V)Garantia: 12 mesesDimensões e PesoDimensões do produto sem embalagem (AxLxP): 1052x662x725 mmDimensões do produto com embalagem (AxLxP): 1065x700x775 mmPeso do produto sem embalagem: 40,0 KgPeso do produto com embalagem: 48,0 KgItens Inclusos01 Máquina de lavarServiço de Instalação e Orientação de UsoPara sua comodidade e segurança, a Fast Shop dispõe do serviço de Instalação e Orientação de Uso*. Agendamos o serviço para você, executamos a instalação com equipes próprias especializadas e autorizadas pelo fabricante, ensinamos como utilizar os produtos da melhor forma e temos uma área de qualidade para acompanhar e garantir que tudo dê certo. É rápido e fácil. Você pode contratar o serviço com o nosso canal Blá pelo WhatsApp no número (11) 3232-2949 ou em uma de nossas lojas. Consulte os valores e regiões atendidas.","{""capacidade_de_lavagem"":""17 kg"",""cor"":""Branco"",""marca"":""Electrolux"",""voltagem"":""Bivolt""}",Electrolux,Bivolt,17 kg,Branco,Electrolux,110V,17kg,Branco,Electrolux,220V,17kg,Branco
avenueprime||350265,Lavadora de Roupas,"Lavadora de Roupas Electrolux LAC16, 16Kg, Branca - 220V","<p>Lavadora de Roupas Electrolux LAC16, 16Kg, Branca - 220VAumenta a velocidade da agitação e centrifugação, melhorando a performance de lavagem e garantindo roupas menos úmidas. Indicado para manchas mais difíceis, roupas mais sujas ou para roupas que não podem ficar muito tempo no varal.Especificações Técnicas: Marca: Electrolux Modelo: LAC16Cor: BrancaVoltagem: 220VCapacidade (Kg): 16Limpeza do cestoPrograma Tênis / EdredomAvança etapasPainel intuitivoGarantia: 12 Meses pelo fornecedorItens Inclusos: 1 Lavadora de Roupas Electrolux LAC16, 16Kg, Branca - 220V</p>","{""capacidade_de_lavagem"":""16 kg"",""cor"":""Branco"",""marca"":""Electrolux"",""voltagem"":""220 V""}",Electrolux,220 V,16 kg,Branco,Electrolux,220V,16Kg,Branca,Electrolux,220V,16kg,Branco
comprebel2||44716,Lavadora de Roupas,"Lavadora de Roupas Electrolux 8,5Kg LES09 Branca Essencial Care - 220V","Nos dias de hoje, qualquer item que leve praticidade à nossa casa é super bem vindo não é mesmo? Sendo assim, uma Lavadora de Roupas economiza seu tempo e torna o ato de lavar suas roupas muito mais fácil. Por isso vale a pena conferir a Lavadora LES09 Essential Care da Electrolux, que possui capacidade de lavagem de 8,5kg e incríveis 10 programas de lavagem. É automática, e conta com diluição inteligente, ela adiciona os produtos já diluídos pelas laterias do cesto, evitando manchas nas suas roupas. E sabe o que eu achei bem legal? Além do filtro pega fiapos ela conta com programas de lavagem pré-programados, com os principais tipos de lavagem para as necessidades diárias.","{""capacidade_de_lavagem"":""8.5 kg"",""cor"":""Branco"",""marca"":""Electrolux"",""voltagem"":""220 V""}",Electrolux,220 V,8.5 kg,Branco,Electrolux,220V,85Kg,Branca,Electrolux,220V,"8,5kg",Branco
efacil||194455-83,Lavadora de Roupas,Lavadora de Roupas Electrolux 16Kg LAC16 Branca,PRODUTO DESATIVADO<br>,"{""capacidade_de_lavagem"":""16 kg"",""cor"":""Branco"",""marca"":""Electrolux"",""voltagem"":""127 V""}",Electrolux,127 V,16 kg,Branco,Electrolux,Não informado,16Kg,Branca,Electrolux,110V,16kg,Branco
engageeletroful||34378,Lavadora de Roupas,Máquina de Lavar Brastemp 13Kg Cinza Platinum com Ciclo Tira Manchas Advanced e Ciclo Antibolinha BWK13A9,"A nova Máquina de Lavar Brastemp 13kg Cinza Platinum conta com Design moderno e exclusivo e a alta Performance do Ciclo Tira-Manchas Advanced para retirar mais de 40 manchas, incluindo gordura e canetinha. E para o máximo Cuidado com suas Roupas, a lavadora possui o Ciclo Antibolinhas que evita o desgaste do tecido e mantém suas roupas com aparência de novas por mais tempo!<br><br>Características<br><br>- Ciclo Tira Manchas Advanced<br>Através do sistema exclusivo de molho e agitação, remove mais de 40 tipos de manchas, como gordura e canetinha, sem danificar os tecidos. Ganhe tempo sem a necessidade de uma pré lavagem!<br><br>- Ciclo Edredom<br>Cama, Banho, Jeans, Casaco... até Edredom pode ser lavado sem preocupação e sem esforço!<br><br>- Ciclo Antibolinhas<br>Lavagem com agitação suave que reduz a formação de bolinhas nas roupas durante o processo, mantendo-as com aparência de novas por mais tempo.<br><br>- Ciclo Antialérgico<br>Etapas adicionais de enxágue removem 4x mais o resíduo de sabão, reduzindo os riscos de irritação com o máximo cuidado para peles sensíveis.<br><br>- Ciclo Roupas Delicadas<br>Cuidado extra na lavagem de tecidos delicados, através da suavidade de agitação.<br><br>- Ciclo Cores Duradouras<br>Ciclo especial que previne o desbotamento das roupas coloridas durante a lavagem, mantendo as cores originais do tecido.<br><br>- Cesto Inox<br>Toda modernidade do acabamento inox no interior da sua lavadora.<br><br>- Painel Digital<br>Painel digital resistente a umidade e respingos d'água, permitindo limpá-lo sem preocupação.<br><br><br>Especificações Técnicas<br><br>Marca: Brastemp<br>Modelo: BWK13A9<br>Eficiência Energética: A<br>Capacidade (Kg): 13<br>Cor: Platinum<br>Abertura da Tampa: Superior<br>Pés Niveladores: Sim<br>Ciclos de Lavagem: MOLHO, LAVAGEM, ENXÁGUE, CENTRIFUGAÇÃO<br>Níveis de Água: EXTRA BAIXO, BAIXO, MEDIO, ALTO / EDREDOM<br>Centrifugação: NORMAL<br>Potência: 580<br>Água Quente: Não<br>Diluição Anti-mancha: Sim<br>Ciclo Tira Manchas: Ciclo Tira Manchas Advanced<br>Faixa Capacidade: 13kg a 14kg<br>Filtro Elimina Fiapos: Sim<br>Voltagem<br>-127v<br>-220v<br><br>Obervações<br><br>- Antes de realizar a compra, lembre-se de medir os espaços onde ficará o produto.<br><br>- Saber as dimensões do produto com embalagem, garante que você não terá dificuldades para o transporte em escadas, elevadores e portas.<br><br>Dimensões<br><br>Dimensões sem Embalagem<br>Altura: 106cm<br>Largura: 66cm<br>Profundidade: 71cm<br>Peso: 38kg<br><br>Dimensões com Embalagem<br><br>Altura: 108,00cm<br>Largura: 68,00cm<br>Profundidade: 73,00cm<br>Peso: 40kg<br><br>Garantia de 12 Meses","{""capacidade_de_lavagem"":""14 kg"",""marca"":""Brastemp"",""voltagem"":""127 V""}",Brastemp,127 V,14 kg,,Brastemp,"127v
-220v",13Kg,Cinza Platinum,Brastemp,110V,13kg,Cinza
moveislinhares||108006,Lavadora de Roupas,Lavadora Automatica Colormaq LCA12 12KG - Branca,"<p>Lavadora Automática Colormaq LCA12 12KG - Branca<br><br>Informações e especificações do produto:<br>- Marca: Colormaq<br>- Modelo: LCA12<br>- Capacidade de roupa seca: 12kg<br>- Cor: Branca<br>- Tensão elétrica (V): 127V ou 220V (não é bivolt)<br>- Tipo de lavadora: Automática<br><br>- Eficiência energética: A<br>- Eficiência de centrifugação: A<br><br>- Níveis de água: 04<br>- Velocidades de centrifugação: 730RPM<br>- Cesto em Polipropileno<br>- 7 Programações de lavagem<br>- Tipo de abertura: Superior<br>- Funções de lavagem<br><br>- Entrada de água: Manual<br>- Saída de água: Automática<br>- Molho: Sim<br>- Drenagem: Sim<br>- Enxágue: Sim<br>- Desligamento automático: Sim<br>- Timer: Sim<br>- Pausa: Sim<br><br>- Lavagem econômica: Sim<br>- Reaproveitamento de água: Sim<br>- Ciclo rápido: Sim<br>- Diluição anti-manchas: Sim<br>- Motor com protetor térmico: Sim<br><br>- Dispenser: Sim<br>- Lava tênis: Sim<br>- Lava edredom: Sim<br>- Elimina fiapos: Sim<br>- Sistema de suspensão: Sim<br>- Visualizador das etapas de lavagem: Sim<br>- Alças laterais: Sim<br>- Pés reguláveis: Sim<br><br>Consumo aproximado<br>- Água: 154L<br>- Energia: 0,36kWh<br><br>Dimensões e peso do produto:<br>- Altura: 103cm <br>- Largura: 60cm<br>- Profundidade: 66cm<br><br>- Peso (kg): 36,2kg<br><br>Garantia Prazo: 01 ano (3 meses de garantia legal e mais 9 meses de garantia especial concedida pelo fabricante).</p>","{""capacidade_de_lavagem"":""12 kg"",""cor"":""Branco"",""voltagem"":""127 V""}",,127 V,12 kg,Branco,Colormaq,127V ou 220V,12kg,Branca,Colormaq,110V,12kg,Branco
engage-info||7633,Lavadora de Roupas,Máquina de lavar panasonic 12kg titânio - na-f120b1t 220v,"Lave suas roupas com praticidade e eficiência sem perder tempo para outros afazeres.<br><br>A Lavadora de Roupas Panasonic Automática NA-F120B1T oferece funcionalidades e programas que auxiliam sua rotina e cuida das suas roupas.<br><br>Com nove programas de lavagem você escolhe a opção que mais se adéqua as peças que você precisa lavar, como edredom, roupas coloridas, muito sujas, roupas escuras ou pouco sujas. Potente, conta com vários níveis de água para garantir a limpeza total das peças e selo Procel de economia, garantindo o consumo consciente de energia.<br><br>A lavadora possui um maior espaço interno e remove as manchas mais difíceis, pois conta com o Sistema Ciclone e não necessitam de um agitador. Por isso, são as únicas que alcançam nota 1,0 no teste de eficiência.<br><br>ESPECIFICAÇÕES TÉCNICAS<br><br>Capacidade Lavagem: 12 KG<br>Alças Laterais / Pé Regulável: Sim<br>Capacidade Secagem: Sim<br>Eficiência energética: A<br>Consumo de água: 7,9L/Ciclo/KG<br>Tipo de Água: Fria<br>Turbo Secagem: Sim<br>Espuma Ativa: Sim<br>Reúso de Água: Sim<br>Filtro de Fiapos: Sim<br>Número de Programas: 9<br>Painel: Dial<br>Painel Touch LED: Branco<br>Consumo de energia: 0,34 kWh/cicle<br>RPM na Centrifugação: 700<br>Eficiência de centrifugação: A<br>Sensor de Carga / Níveis de Água: Sim / 7<br>Sistema de Lavagem: Sistema Ciclone<br><br>Altura: 1,05 m<br>Largura: 60,00 cm<br>Profundidade: 69,00 cm","{""capacidade_de_lavagem"":""12 kg"",""cor"":""Titânio"",""marca"":""Panasonic""}",Panasonic,,12 kg,Titânio,panasonic,220v,12 KG,titânio,Panasonic,220V,12kg,Titânio
electrolux||310118839,Lavadora de Roupas,Máquina de Lavar Electrolux 18kg Branca Premium Care com Cesto Inox e Sem Agitador (LEI18),"Descubra o novo jeito de cuidar das suas roupas e ganhe tempo para se dedicar ao que mais gosta nos seus dias com a Máquina de Lavar 18kg Electrolux Premium Care LEI18. A Máquina de Lavar Premium Care LEI18 traz praticidade e otimização do seu tempo. Controle a duração do ciclo de lavagem e adapte-o quando necessário através do novo display com Time Control que mostra em tempo real quanto tempo o programa de lavagem vai durar. Assim, você pode aproveitar o seu tempo com diversas atividades. A exclusiva Tecnologia Jet&amp;Clean dilui até 100%1 do sabão e do amaciante, deixando o dispenser limpo para o próximo ciclo e suas roupas livre de machas de sabão e sem a necessidade de relavagem. O Filtro Pega Fiapos, localizado na lateral do Cesto Inox da máquina de lavar roupas, tem volume interno 40%2 maior, o que proporciona maior fluxo de água, retendo os fiapos desagradáveis que podem ficar nas roupas após a lavagem. O sistema de lavagem Ciclos rápidos otimiza automaticamente o tempo de duração de cada programa, cuidando melhor de suas roupas sem perder a qualidade e alta performance Electrolux. Aliada ao design sofisticado, a Lavadora de Roupas Premium Care LEI18 é espaçosa por dentro, tendo capacidade suficiente para lavar as roupas de toda sua família, e até mesmo edredom king size. Tenha mais agilidade em seu dia a dia com os eletrodomésticos Electrolux. <p> 1Teste comparativo interno realizado com a LT10B (sem Jet&amp;Clean), verificando a distribuição dos insumos líquidos na carga de roupa mais próxima ao fundo do cesto, após o ciclo de lavagem, segundo testes internos da Electrolux. Área atingida pelos insumos líquidos de 99,99% e desvio padrão 0,01.2Comparado com o volume interno de filtragem do modelo LT12F. Testes segundo procedimentos internos de laboratórios da Electrolux.</p> **Aumente a garantia total da sua lavadora de 12 meses para 24 meses, sem custo adicional. Para ativar o benefício, registre seu produto no aplicativo Electrolux Cuida em até 30 dias após a emissão da Nota Fiscal. A garantia do 1o ano do produto independe da realização de qualquer registro. Disponível exclusivamente para as Lavadoras Electrolux modelos LEC14, LEC17, LEI18, LEJ14, LEV17, LEH17. Saiba mais sobre como registra-lo via o QRCode que acompanha o produto”.","{""cor"":""Branco"",""marca"":""Electrolux"",""voltagem"":""Bivolt""}",Electrolux,Bivolt,,Branco,Electrolux,Não informado,18kg,Branca,Electrolux,220V,18kg,Branco
