Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Atributos AI-PAVE-BR,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Atributos Multimídia,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
galmaqui||80419042,Freezer,Freezer Horizontal Gelopar GHBS-310 - 310 Litros Tampa Cega Branco 220v,"Freezer Horizontal Gelopar GHBS-310 - 306 Litros Tampa Cega Branco 220v<br> <br>- Conservação e Exposição de produtos congelados;<br>- Refrigeração: Estática Com Serpentina De Alumínio;<br>- Temperatura: -16 a -20C;<br>- Degelo: Manual;<br>- Controle de Temperatura: Termostato;<br>- Revestimento Interno: Aço pré-pintado branco;<br>- Revestimento Externo: Aço pré-pintado branco;<br>- Tampas: Cegas, basculantes com puxadores;<br>- Gabinete com rodízios;<br>- Skin condenser: Excelente dissipador de calor com baixíssimo nível de ruído e significativa redução no consumo de energia;<br>- Dreno frontal com tampa;<br>- Equipamento certificado conforme Portaria Inmetro no 371/2009;<br> <br>- Produto destinado para uso comercial.<br> <br>Características:<br> - Marca: Gelopar;<br>- Frente(mm): 1051;<br>- Profundidade(mm): 720;<br>- Altura(mm): 936;<br>- Peso líquido(kg): 58;<br>- Capacidade líquida (litros): 306;<br>- Tensão(V): 220;<br>- Consumo kWh/dia(60Hz): 1,2;<br>- Classe: 4.<br> <br>Garantia de 1 ano para defeitos de fábrica.","{""marca"":""Gelopar"",""voltagem"":""220 V""}",,Gelopar,,220 V,,,,,310 Litros,Gelopar,Branco,220v,Horizontal,Tampa Cega,Não informado,Manual,Gelopar,310L,Branco,220V,Horizontal,1 Porta,Manual
engage-info||2352,Freezer,Freezer Horizontal Metalfrio DA550 546L Branco 127V,"<p>Freezer e Refrigerador Horizontal Metalfrio DA550 Dupla Ação</p><p>Se você tem um comércio e costuma estocar uma quantidade grande de alimentos, ou se sua família é grande e você tem o hábito de armazenar bastante comida congelada, bebidas e carnes, o Freezer e Refrigerador Horizontal Metalfrio DA550 Dupla Ação é a escolha certa.<br>Ele tem um amplo espaço interno com capacidade para 546 litros, pode ser usado como freezer e refrigerador e conta com uma estrutura bem produzida, feita com material de altíssima qualidade.<br>Desse modo, você não precisa se preocupar com os produtos que devem ficar congelados até o uso. Eles ficam completamente protegidos e conservados dentro do DA550.</p><p>Um freezer amplo e versátil</p><p>Em estabelecimentos comerciais é comum abrir, com frequência, as portas do freezer para pegar os produtos que serão servidos. Por isso, o DA550 foi projetado para ter rápida recuperação de temperatura interna. Assim, o frio no interior do gabinete é garantido e os alimentos se mantêm conservados.<br>Outra vantagem desse modelo é sua versatilidade. Ele se transforma em refrigerador por meio de uma chave seletora. Ou seja, em segundos, você pode fazer outro tipo de utilização desse produto.<br>Para completar, o eletrodoméstico vem com 2 tampas leves, resistentes e seguras para vedar, não deixando passar ar mais quente para dentro do tanque.<br>Possui fechadura, mantendo os produtos protegidos e garantindo a vedação do freezer.</p><p>Uma excelente estrutura</p><p>É muito importante que os alimentos estejam bem dispostos dentro do freezer. Por isso, o freezer/refrigerador da Metalfrio vem com um separador interno que ajuda a organizar melhor os produtos. O tanque interno é de aço pré-pintado que evita corrosão.<br>A estrutura desse eletrodoméstico é excelente, facilitando seu uso e sua higienização. Por exemplo, a gaxeta é removível, facilitando a remoção de sujeira do equipamento, e os rodízios reforçados contribuem para uma melhor locomoção, caso seja necessário trocar o DA550 de lugar ou limpar a área onde ele fica alocado.<br>Puxador de plástico ABS.</p><p>Características Gerais</p><p>• Freezer horizontal profissional: compressor de alta potencia, condensador helicoidal e otimização de sua dimensão permitem congelar alimentos de forma rápida e eficiente.<br>• Rápida recuperação de temperatura interna: garante o frio no interior do gabinete e a conserva os alimentos congelados – fator essencial para o bom funcionamento em aplicação comercial, que exige centenas de aberturas de tampa por dia e constante reposição de produtos.<br>• Robustez: dobradiças reforçadas (projetadas para suportar aberturas frequentes de tampas), puxador de plástico ABS (mais rígido e resistente a impacto) e tanque interno de aço pré-pintado (melhor acabamento e maior resistência à corrosão).<br>• Dupla Ação: através de uma chave seletora, em poucos segundos o DA420 se transforma em um refrigerador. São dois equipamentos em um!<br>• Fechadura: mantém a carga protegida e a garantia de vedação completa do freezer.<br>• Tampas balanceadas: leves para abrir, resistentes e seguras para vedar.<br>• Gaxeta removível: facilita a limpeza do equipamento e a remoção das sujeiras mais difíceis.<br>• Rodízios reforçados: melhor locomoção por muito mais tempo.<br>• Separador interno removível facilita a organização dos produtos.<br>• Dreno frontal: dispensa o deslocamento do equipamento para degelo.</p>",{},,,,,,,,,546L,Metalfrio,Branco,127V,Horizontal,Dupla Ação,2,Manual,Metalfrio,546L,Branco,110V,Horizontal,2 Portas,
marciusmagazine||004.402.0098,Freezer,Freezer Horizontal 1 Porta/309 Litros Consul  Branco  127V  CHA31FB,"<p>Freezer Horizontal 1 Porta/309 Litros Consul Branco 127V CHA31FB</p> <br><p>O Freezer Horizontal CHA31FB dispõe de 309 litros possibilitando armazenar seus alimentos e bebidas de forma organizada e prática.<br><br>Conta com controle de temperatura externo para você programar a temperatura facilmente e escolher entre os modos freezer ou refrigerador.<br><br>Além de toda a praticidade, o Freezer Consul CHA31FB possui classificação energética A+.<br></p> <br> <p>Marca: Consul</p><p>Modelo: CHA31FB</p><p>Referência: CHA31FB</p><p>Cor: Branco</p><p>Código de Barras EAN: 7891129550667</p><p>Potência (W): 124</p><p>Eficiência Energética: A+</p><p>Controle eletrônico: Programe a temperatura desejada em apenas um toque e escolha entre os modos freezer ou refrigerador, de acordo com a sua necessidade.</p><p>Prático: Prático de limpar com o dreno frontal; basta colocar uma vasilha embaixo do dreno para recolher o gelo derretido. Também possui quatro rodinhas nos pés, que facilitam a movimentação do produto.</p><p>Resistente: Interior feito com liga metálica de alta resistência à corrosão.</p><p>Conteúdo da embalagem: 1 Freezer Horizontal 1 Porta/309 Litros Consul Branco 127V CHA31F; | Manual de instruções.</p><p>Dimensões aproximadas do produto : Altura: 97,3cm | Largura: 98cm | Profundidade: 81cm</p><p>Peso aproximado do produto: 56kg</p><p>Garantia do fornecedor : 90 dias. | (podendo ser estendida pelo fabricante, de acordo com o manual de instruções)</p><p>Aviso: Imagens meramente ilustrativas.</p><p>Observação: A tonalidade do produto pode variar entre a imagem de exibição e o item físico.</p><p>Atenção: Não nos responsabilizamos pela montagem ou instalação do produto.</p><p>Importante: Imprescindível a conferência no ato da entrega. Em caso de anormalidade, recuse.</p>","{""capacidade_liquida_de_armazenamento"":""309 L"",""cor"":""Branco"",""marca"":""Consul"",""quantidade_de_portas"":""1 Porta"",""voltagem"":""127 V""}",309 L,Consul,Branco,127 V,,,1 Porta,,309 Litros,Consul,Branco,127V,Horizontal,1 Porta,1,Não informado,Consul,309L,Branco,110V,Horizontal,1 Porta,Manual
engage-info||93234,Freezer,Freezer Vertical Electrolux FE27 234 Litros Branco 127v,"O Freezer Vertical Electrolux Cycle Defrost Uma Porta (FE27) é um refrigerador de Grande Capacidade, com espaço interno para até 234l, que preserva seus alimentos, bebidas e embalagens preferidas de modo econômico com o baixo consumo energético da Classificação A, menor da categoria.<br><br>Espaçoso e econômico, possui ainda Gás Ecológico R600 que não prejudica a natureza, unindo funcionalidade e sustentabilidade. Perfeito para melhor organização interna, além de contar com Prateleiras de tampas basculantes que deslizam ao abrir para facilitar o acesso. E ainda com três grandes gavetas que ajudam a separar e visualizar alimentos e bebidas do seu freezer.<br><br>Para maior praticidade de limpeza, o dreno facilita o descongelamento ao escoar a água de degelo, apoiando no recolhimento quando necessário. Os Pés de Nivelamento garantem maior comodidade durante o seu uso ao se adaptar em piso de diferentes níveis.<br><br>Especificações Técnicas<br><br>Modelo: FE27<br>Tensão: 127V<br>Capacidade (L): 234<br>Classificação Energética: A<br>Frequência: 60 Hz<br>Consumo (Kw): 41,2<br>Capacidade Bruta (L): 253<br>Capacidade Líquida (L): 234<br>Iluminação Interna: Não<br>Fechadura de Segurança: Não<br>Dreno de Degelo: Sim<br>Tipo de Degelo: Manual<br>Gás Ecológico: R600<br>Porta Reversível: Não<br>Painel de Controle: Não<br>Compartimentos: 7<br>Prateleiras: 4<br><br>Dimensões e Pesos<br><br>Altura do produto: 173,1 cm<br>Largura do produto: 55 cm<br>Profundidade do produto: 64,5 cm<br>Peso do produto: 52,4 kg<br><br>Altura do produto embalado: 175,7 cm<br>Largura do produto embalado: 58,7 cm<br>Profundidade do produto embalado: 70 cm<br>Peso do produto embalado: 53,8 kg<br><br>Garantia do Produto de 1 ano","{""cor"":""Branco"",""marca"":""Electrolux"",""tipo"":""Vertical"",""voltagem"":""127 V""}",,Electrolux,Branco,127 V,Vertical,,,,234 Litros,Electrolux,Branco,127v,Vertical,Uma Porta,1,Manual,Electrolux,234L,Branco,110V,Vertical,1 Porta,Manual
marciusmagazine||0044020096,Freezer,Freezer Horizontal Metalfrio Dupla Ação 1 Porta 293L - Branco - 220V - DA302,"<p>Freezer Horizontal Metalfrio Dupla Ação 1 Porta 293L - Branco - 220V - DA302</p> <br><p>Com a linha Chest Freezer Metalfrio você tem dois equipamentos em um só. <br>Os produtos da linha oferecem a função para você escolher entre freezer ou refrigerador de forma prática e rápida. <br>Possui Selo Procel ""A"", e conta com o sistema de refrigeração com aval da Metalfrio, líder em refrigeração comercial na América Latina.<br>Perfeito para quem busca praticidade, desempenho e muita durabilidade.<br><br></p> <br> <p>Marca: Metalfrio</p><p>Modelo: DA302/220V</p><p>Referência: DA302</p><p>Cor: Branco</p><p>Linha: Chest Freezer Dupla Ação</p><p>Código de Barras EAN: 7891379044206</p><p>Voltagem: 220V</p><p>Capacidade: 293 L</p><p>Função refrigeração: Sim</p><p>Quantidade de tampas: 1</p><p>Faixa de temperatura: Freezer: -18°C / -22°C | Refrigerador: +2°C / +8°C</p><p>Características: Equipamento dupla ação: refrigerador e freezer | Gabinete em aço pré pintado | Gaxeta removível | Puxador ergonômico | Rodízios giratórios | Dreno Frontal | Refrigeração estática</p><p>Dimensão interna do produto: Altura: 71,5 cm | Largura: 88,8 cm | Profundidade: 51,5 cm</p><p>Conteúdo da embalagem: 1 Freezer Horizontal Metalfrio | Manual de instruções</p><p>Peso aproximado do produto: 57 kg</p><p>Dimensões aproximadas do produto: Altura: 94,4 cm | Largura: 99,8 cm | Profundidade: 69,0</p><p>Garantia do fornecedor: 365 dias</p><p>Aviso: Imagens meramente ilustrativas</p><p>Observação: A tonalidade do produto pode variar entre a imagem de exibição e o item físico</p><p>Atenção: Não nos responsabilizamos pela montagem de instalação do produto</p><p>Importante: Imprescindível a conferência no ato da entrega. Em caso de anormalidade, recuse</p>","{""capacidade_liquida_de_armazenamento"":""293 L"",""marca"":""Metalfrio"",""portas"":""1 Porta"",""voltagem"":""220 V""}",293 L,Metalfrio,,220 V,,1 Porta,,,293L,Metalfrio,Branco,220V,Horizontal,1 Porta,1,Não informado,Metalfrio,293L,Branco,220V,Horizontal,1 Porta,
homepoint||SD6791,Freezer,Freezer Horizontal Midea 295 Litros,"PRINCIPAIS CARACTERÍSTICAS:<br>O Freezer Horizontal da Midea tem capacidade para 295 litros, é supersilencioso, conta com termostato externo, com 9 possibilidades de temperatura, possui a Função Freezer +, fazendo com que as temperaturas menores sejam alcançadas rapidamente e ainda possui baixo consumo de energia. <br><br>ESPECIFICAÇÕES DO PRODUTO:<br>• Peso: 42 Kg<br>• Capacidade: 295 Litros <br>• Dimensões [LxAxP]: 112 x 85 x 68 cm<br>• Faixa de Temperatura: -28°C ( mínimo ) -10°C ( máximo )<br><br>• Garantia de Fábrica: 12 Meses<br><br>• Voltagem: 220V<br><br>IMAGENS MERAMENTE ILUSTRATIVAS.","{""capacidade_liquida_de_armazenamento"":""295 L"",""marca"":""Midea"",""voltagem"":""220 V""}",295 L,Midea,,220 V,,,,,295 Litros,Midea,Não informado,220V,Horizontal,Não informado,Não informado,Não informado,Midea,95L,Branco,220V,Horizontal,1 Porta,
frigelar2||kit5626,Freezer,Freezer Expositor Horizontal EOS 176 Litros Dupla Ação Eeh200 110V,"<p>O <strong>Freezer e Conservador Horizontal EOS EcoGelo Eeh200Xx</strong> é ideal para produtos congelados e refrigerados, com temperatura interna que varia de 10°C a -18°C, fornecendo uma grande versatilidade para seu negócio. Sua tampa de vidro LOW-E permite a exposição de seus produtos sem embaçar, facilitando a visualização e impulsionando as vendas. O expositor EOS entrega uma opção compacta para armazenagem de seus produtos. Suas portas com tranca fornecem mais segurança, permitindo o bloqueio das portas com uso de chave. Construído de forma robusta, suas paredes garantem maior durabilidade e menor consumo de energia, reduzindo a troca de calor com o ambiente. Seus 4 rodízios facilitam o deslocamento e a instalação em diversos locais, assim como também mudanças de lugar do produto em sua loja. Seu tanque interno em aço pré-pintado facilita a limpeza e protege contra a corrosão.</p><p><br></p><p><br></p><p>Ideal para sorveterias, bares, mercados, padarias e lojas de conveniência.</p><p><br></p><p><br></p><p><strong>Principais Características:</strong></p><p>ECO-FRIENDLY: Conta com gás ecológico que não agride o meio ambiente e ainda reduz a sua conta de energia;</p><p>Dupla Ação: Freezer e Refrigerador de 10°C até -18°C;</p><p>Tampa em vidro LOW-E que não embaça;</p><p>Tampa dupla com puxadores ergonômicos;</p><p>4 rodízios;</p><p>Tampa com trava, para maior proteção.</p><p><br></p><p><br></p><p><strong>Informações Adicionais</strong></p><p>Ampla capacidade de armazenamento</p><p>Baixo consumo de energia</p><p>Baixo nível de ruído</p><p>Controle de temperatura</p><p>Gabinete interno em alumínio</p><p>4 rodinhas nos pés, que facilitam a movimentação do produto.</p>","{""voltagem"":""127 V""}",,,,127 V,,,,,176 Litros,EOS,Não informado,110V,Expositor Horizontal,Dupla Ação,Não informado,Não informado,EOS,176L,Branco,110V,Horizontal,2 Portas,
gazin||10799,Freezer,Freezer RCFB21 Horizontal 205 Litros 01 Tampa Midea,"Freezer RCFB21 Horizontal 205 Litros 01 Tampa Midea.<br> Esta procurando um produto 4 em 1? Conheça o Freezer Midea 205L! Com funçoes de congelar, resfriar, conservar e freezer. Ele e completo seja qual for sua necessidade. Confira mais detalhes: Selecione a temperatura idea Conta com diversas opçoes de temperaturas, que permitem o ajuste para qualquer tipo de alimento. Pequenos detalhes que facilitam o seu di Alem disso, conta com rodinhas, cesto aramado, puxador e chaves de segurança, que irao facilitam seu dia a dia. Compacto e economico Pequeno, ele se ajusta em ambientes menores e mais, possui o Selo Procel A garantindo a economia no consumo de energia. Sobre a marca: qualidade Midea A Midea Carrier e o resultado da junçao de duas gigantes mundiais do negocio: A Midea a maior fabricante mundial de eletrodomesticos e a Carrier fundada pelo inventor do ar condicionado, que formaram uma nova potencia, se tornando assim o maior fabricante de equipamentos de climatizaçao da America Latina. Seu diferencial e que a empresa conta com um centro de pesquisa e engenharia, que fica responsavel pelo desenvolvimento de inovaçoes tecnologicas com isso os produtos da empresa se tornam crescentemente revolucionarios, eficientes, economicos, e ambientalmente saudaveis. Detalhes sobre a compra<br> <br> Carateristicas:<br> Marca Midea<br> Modelo RCFB2<br> Capacidade total 205 litros<br> Tipo de degelo Manual<br> Tipo de freezer Horizontal<br> Modos Congelador, refrigerador e conservador<br> Painel Mecanico<br> Quantidade de portas 1 porta<br> Controle de temperatura Sim<br> Temperatura Conservador, pode atingir ate +10°C / Freezer, pode atingir ate -24°C<br> Dreno Sim<br> Pes com rodizios Sim<br> Travamento da porta com chave Sim<br> Cestos internos Sim<br> Eficiencia energetica A<br> Potencia 127V: 150 W | 220V: 130 W<br> Consumo 127V: 19,8 kWh/mes | 220V: 23,1 kWh/mes<br> Frequencia 60 Hz<br> <br> Itens Inclusos<br> 01 freezer<br> Cesto aramado<br> Puxador<br> Chaves<br> Parafusos <br> Manual de instruçoes.<br> <br> Dimensoes:<br> Altura: Tampa fechada: 85 cm Tampa aberta: 135 cm<br> Largura 81,2 cm<br> Profundidade 56,2 cm<br> Peso 30 kg<br> <br> Garantia do Fornecedor 12 Meses<br> <br> Atençao: Nao nos responsabilizamos, no ato da entrega, por desmontagens, subir escadas/elevadores ou transporte por guincho para apartamentos. Eventuais despesas sao de responsabilidade do cliente. Confira as dimensoes deste produto e certifique-se de que passara normalmente por supostos elevadores, portas, escadas e/ou corredores de sua moradia. Recomendamos que os produtos sejam instalados por profissionais especializados e nao nos responsabilizamos pelo mau uso ou instalaçao indevida, causando a perda da garantia. Todas as informaçoes divulgadas sao de responsabilidade do fabricante/fornecedor.<br> Valor unitario. Imagem meramente ilustrativa Prazo de troca e devoluçao: 7 dias a partir do recebimento do produto - Lei no 8.078 - Sempre confira no ato da entrega.","{""capacidade_liquida_de_armazenamento"":""205 L"",""cor"":""Branco"",""marca"":""Midea"",""quantidade_de_portas"":""1 Porta"",""tipo_de_degelo"":""Degelo Manual""}",205 L,Midea,Branco,,,,1 Porta,Degelo Manual,205 Litros,Midea,Não informado,127V / 220V,Horizontal,1 porta,1,Manual,Midea,205L,Branco,110V,Horizontal,1 Porta,Manual
energyshop||93,Freezer,Freezer 100L CC 12V / 24V - Junges,"<ul><li><span><span><span>Mini-Freezer 100L CC 12/24V</span></span></span></li></ul> <strong><span><span>Aplicações</span></span></strong> <ul><li><span><span><span>Ideal para aplicações em conjunto com sistemas fotovoltaicos Off-grid, em regiões ou instalações sem acesso à rede elétrica, barcos de pesca, motor-home e outras instalações que utilizam baterias 12 ou 24 Vcc. </span></span></span></li></ul><p><span><span><span>Os Mini Freezers são equipados com termostato de dupla-ação e funcionam como refrigerador ou congelador. A regulagem é manual ou com termostato digital (consultar valor).</span></span></span></p> <span><span><span><strong>Especificações técnicas</strong></span></span></span> <p><span><span><span>Os equipamentos tem fabricação nacional, realizada na empresa catarinense Junges.</span></span></span></p><ul><li><span><span><span>Entrada de Energia: 12/24 V</span></span></span></li><li><span><span><span>Consumo: 6A/h / 3A/h</span></span></span></li><li><span><span><span>Temperatura Máxima de Resfriamento: -20°</span></span></span></li><li><span><span><span>Altura: 70cm</span></span></span></li><li><span><span><span>Largura: 75cm</span></span></span></li><li><span><span><span>Profundidade: 45cm</span></span></span></li><li><span><span><span>Peso: 32Kg</span></span></span></li><li><span><span><span>Cor: Branca</span></span></span></li></ul> <span><span><span><strong>Garantia</strong></span></span></span> <p><span><span><span>O compressor (motor), 1 (um) ano de garantia.</span></span></span></p><p><span><span><span>O termostato, termômetro, e a carga de gás, 3 (três) meses de garantia.</span></span></span></p><p><span><span><span>A garantia não cobre danos causados por raio, queda de energia elétrica, ou quebra no transporte.</span></span></span></p>","{""capacidade_liquida_de_armazenamento"":""100 L"",""marca"":""Junges""}",100 L,Junges,,,,,,,100L,Junges,Brancas,1224V,Mini-Freezer,Não informado,Não informado,Não informado,Junges,100L,Branco,12/24V,Horizontal,2 Portas,
lojascolombooficial||1210097,Freezer,Freezer Horizontal Metalfrio 2 Portas de Vidro 405 Litros NF55S,"<p>A linha de Freezers NF possui alta performance, robustez e durabilidade, ideal para estabelecimentos comerciais, no armazenamento de sorvetes e congelados. Ele auxilia no baixo consumo de energia, reduzindo consideravelmente o valor da sua conta no final do mês. Fabricado com motor eletromecânico, o freezer conserva a refrigeração certa para os seus produtos, mesmo em ambientes com temperaturas elevadas e alto fluxo de abertura de porta. Conta ainda com altura anatômica, design moderno e em plástico de alta resistência, puxadores ergonômicos, gabinete em plástico com alta durabilidade e rodízios que facilitam a movimentação do freezer.</p><p><br></p><p>Características</p><p>Modelo:NF55S</p><p>Capacidade:405 Litros</p><p>Tampa:Vidro temperado</p><p>Potência:260 W</p><p>Turbo congelamento:Não</p><p>Temperatura do freezer:Pode atingir até -18oC</p><p>Dreno:Sim</p><p>Gabinete:Em aço pintado</p><p>Porta:Visor de vidro na porta</p><p>Puxadores:Ergonômico</p><p>Pés:Rodízios</p><p>Classificação Energética:A</p><p>Consumo de energia:114 kWh/mês</p><p>Frequência:60 Hz</p><p><br></p><p>Dimensões</p><p>Altura:84,00 cm</p><p>Largura:171,50 cm</p><p>Profundidade:68,10 cm</p><p>Peso:96,00 kg</p><p><br></p><p>Garantia do fornecedor de 12 meses</p>","{""marca"":""Metalfrio"",""portas"":""2 Portas"",""voltagem"":""127 V""}",,Metalfrio,,127 V,,2 Portas,,,405 Litros,Metalfrio,Não informado,Não informado,Horizontal,2 Portas de Vidro,2,Não informado,Metalfrio,405L,Branco,110V,Horizontal,2 Portas,
cookeletroraro||2003936,Freezer,Freezer Metalfrio Horizontal 546 Litros Branco 110V DA550B2352,"<strong>Freezer Metalfrio Horizontal 546 Litros Branco 110V DA550B2352 </strong><br><br>Dupla Ação: através de uma chave seletora, em poucos segundos o freezer DA550 se transforma em um refrigerador. São dois equipamentos em um! Com compressor de alta potência, condensador helicoidal e dimensões otimizadas congela alimentos de forma rápida e eficiente. Maior capacidade do mercado: espaço para manter o estoque em dia, com toda tranquilidade. Com separador interno removível que facilita a organização dos produtos. Robustez: dobradiças reforçadas, projetadas para suportar aberturas frequentes de tampas. Puxador em plástico ABS de alta resistência e tanque interno de aço pré-pintado (melhor acabamento e resistente à corrosão). Rápida recuperação de temperatura garante o frio no interior do gabinete e a conservação dos alimentos congelados. Essencial para o bom funcionamento em aplicação comercial, que exige centenas de aberturas de tampa por dia.","{""marca"":""Metalfrio"",""voltagem"":""127 V""}",,Metalfrio,,127 V,,,,,546 Litros,Metalfrio,Branco,110V,Horizontal,Não informado,Não informado,Não informado,Metalfrio,546L,Branco,110V,Horizontal,2 Portas,
leonfer||633,Freezer,Freezer Horizontal Esmaltec 468 Litros EFH500 - Branco,"Os freezers Esmaltec são conhecidos por sua eficiência e durabilidade. Possuem o maior espaço interno da categoria, são fáceis de limpar, além de serem ecologicamente corretos. Equipamento configuração comercial, preparado para grande demanda de serviços, tripla ação. Tripla ação: Extra-frio (-22oC), Congelador (-18oC), Conservador (0oC à +3,5oC). Gabinete interno em aço galvanizado com cantos arredondados: maior resistência à oxidação e não acumula sujeira nos cantos. Gabinete externo fosfatizado e pintado a pó: alta resistência à corrosão. Dreno frontal com tampa. Rodízios rotativos.<br><br><br>Características:<br>Modelo: EFH500<br>Capacidade Líquida (L): 439<br>Capacidade Bruta (L): 505<br>Frequência (Hz): 60<br><br><br>Dimensões:<br>Altura: 93.7 cm<br>Largura: 135.4 cm<br>Profundidade: 65 cm<br>Peso: 72.8 kg<br><br><br>Garantia do Fornecedor de 12 Meses","{""cor"":""Branco"",""marca"":""Esmaltec"",""voltagem"":""127 V""}",,Esmaltec,Branco,127 V,,,,,439,Esmaltec,Branco,Não informado,Horizontal,Não informado,Não informado,Não informado,Esmaltec,468L,Branco,110V,Horizontal,2 Portas,
efacil||2220279,Freezer,"Freezer Vertical Fricon 284L VCED284V, Dupla Ação, Porta de Vidro, Branco",PRODUTO DESATIVADO<br>,"{""capacidade_liquida_de_armazenamento"":""284 L"",""marca"":""Fricon"",""tipo"":""Vertical"",""voltagem"":""Bivolt""}",284 L,Fricon,,Bivolt,Vertical,,,,284L,Fricon,Branco,Não informado,Vertical,Porta de Vidro,Dupla Ação,Não informado,Fricon,284L,Branco,110V,Vertical,1 Porta,
magazineluiza||216447600,Freezer,Freezer Horizontal 410L 2 Portas Freeart Seral,"O freezer horizontal 410 litros da Freeart Seral é indicado para resfriados e congelados. O acabamento interno é com cantos arredondados que facilitam a limpeza, tem divisória aramada para organizar melhor seu interior. O tampo é com puxador lateral, rodízio de alta resistência, é um ótimo produto para branding.","{""capacidade_liquida_de_armazenamento"":""410 L"",""marca"":""Freeart Seral"",""portas"":""2 Portas"",""voltagem"":""127 V""}",410 L,Freeart Seral,,127 V,,2 Portas,,,410L,Freeart Seral,Não informado,Não informado,Horizontal,2 Portas,2,Não informado,Freeart Seral,410L,Branco,110V,Horizontal,2 Portas,Manual
engageeletro||52666,Freezer,Freezer Horizontal Midea 295 Litros 60hz RCFA31/RCFA32,"Mantenha seus alimentos sempre conservados no Freezer Horizontal Midea 295L. <br>Ele traz quatro funções para resfriar, conservar e congelar, através do termostato externo com 9 opções de temperatura. Além disso, a função Freezer + possibilita resfriar os alimentos de forma mais rápida. <br>Prático, possui abertura de porta superior com puxador ergonômico e rodízios que ajudam no transporte; seu dreno frontal para escoamento da água do degelo facilita na hora da limpeza. Também acompanha um cesto aramado para organização dos alimentos e fechadura com chave. Não agride a camada de Ozônio, pois é livre de CFC.<br>Temperatura de Operação Freezer: mínimo de -28°C e máximo de -12°C.<br>Temperatura de operação do conservador/refrigerador: mínimo de 0°C e máximo de 10°C. <br><br>Características<br><br>- Selo PROCEL: classificação A de economia no INMETRO. Até 50% a mais de economia comparado a modelos similares.<br><br>- 4 Funções: resfriar, Conservar e Freezer + .<br><br>- Termostato externo com 9 opções de temperatura: mais opções para você coservar e resfriar todo tipo de alimento<br><br>- Função Freezer+: mantém o compressor ligado, atingindo temperaturas baixas em muito menos tempo.<br><br>- Rodízios que facilitam o transporte<br><br>- Puxador Ergonômico e abertura abertura de porta superior<br><br>- Ecologicamente correto: não utiliza CFC.<br><br>- Cesto aramado e fechadura com chave.<br><br>- Baixo Nível de Ruido<br><br>Especificações Técnicas<br><br>Eficiência energética: Selo Procel (Classificação Energética: A pelo INMETRO)<br>Capacidade (l): 295<br>Range de temperatura: 10/0 , -12/-28°C<br>Painel: Mecânico<br>Funções: Resfriar, Conservar, Freezer e Freezer+<br>Cor interna: Alumínio (Prata)<br>Cor externa: Branco<br>Material interno: Alumínio<br>Material externo: Aço galvanizado<br>Número de portas: 1<br>Cesto de armazenagem: Sim<br>Puxador ergonômico: Sim<br>Dreno: Lateral<br>Rodízio: Sim (dois dianteiros e dois pés traseiros fixos)<br>Suporte do cabo de alimentação: Não<br>Luz Indicadora de Funcionamento: Sim<br>Fluido Refrigerante: R600a<br>Consumo aproximado de energia (kWh/mês): 29,727,6<br>Potência (W): 140<br>Temperatura de Operação do Freezer: -28°C (mínimo) / -12°C (máximo)<br>Temperatura de Operação do Conservador/Refrigerador: 0 °C (mínimo) / 10°C (máximo)<br>Frequência: 60 Hz<br>Tipo de tomada: 10A<br>Itens inclusos na embalagem: 1 Congelador Horizontal, 1 cesto aramado , puxador, chaves e parafusos e 1 manual<br><br>Dimensões e Pesos<br><br>Altura (cm): 85<br>Largura (cm): 112<br>Profundidade (cm): 68<br>Peso líquido (kg): 42<br><br>Produto Embalado<br>Altura (cm): 88,5<br>Largura (cm): 115,5<br>Profundidade (cm): 70<br>Peso bruto (kg): 46<br><br>Garantia de 12 meses/ 10 anos no compressor","{""capacidade_liquida_de_armazenamento"":""295 L"",""cor"":""Branco"",""marca"":""Midea"",""voltagem"":""220 V""}",295 L,Midea,Branco,220 V,,,,,295 Litros,Midea,Branco,60hz,Horizontal,Sim,1,Manual,Midea,295L,Branco,220V,Horizontal,1 Porta,
