Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Atributos AI-PAVE-BR,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Atributos Multimídia,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
climario||22278,Ar Condicionado,Ar condicionado Split Inverter Samsung WindFree 18.000 Btus Quente e Frio 220V,"Ar Condicionado Split Hi-Wall Inverter Samsung WindFree 18.000 Btus Quente e Frio 220v <strong>Modo WindFreeTM: Sem vento- Muito mais conforto para seus ambientes :</strong> Ao toque de um botão o modo WindFree dispersa o ar climatizado através de 23.000 microfuros que elimina o vento gelado direto, deixando o ambiente ainda mais confortável para você e sua família. <strong>Tecnologia Digital Inverter- Até 77% de economia de energia :</strong> No modo WindFree, o compressor Digital Inverter garante uma eficiência energética ainda melhor e consegue atingir uma economia de até 77% de energia comparado aos modelo convencionais. <strong>Ambientes climatizados até 43% mais rápido- Resfriamento rápido :</strong> Com um design que tem maiores aberturas aliado ao poderoso compressor Digital Inverter, o modo de resfriamento rápido consegue alcançar até 15m de distância em linha reta, em menos tempo, resfriando o ambiente até 43% mais rápido. <strong>Filtro poderoso - Ar mais puro para sua família : </strong>Filtro lavável que mantém o ar fresco e garante a limpeza da parte interna da unidade. Além de coletar pó, ele elimina até 99% de impurezas ao passarem por uma densa malha de filtro. <strong>Modo Good Sleep- Durma muito melhor a noite toda :</strong> O modo Good Sleep monitora a temperatura do ambiente para mantê-lo confortável durante a noite toda e garante clima ideal para dormir com tranquilidade e mais qualidade. <strong>Auto Clean- Ar-condicionado sempre limpo : </strong>Quando o ar-condicionado é desligado, a função de limpeza automática opera sozinha um ventilador para remover pó e umidade no trocador de calor. Assim, ele permanece limpo e seco, evitando o crescimento de bactérias e mofo. <strong>Compressor com silenciador- Operação mais silenciosa : </strong>Climatize seus espaços com menos ruído, para não se incomodar. O ar-condicionado cria um fluxo de ar poderoso, mas funciona muito silenciosamente, pois inclui um silenciador de tubo duplo. Reduz o ruído do fluxo de refrigerante ao operar em alta velocidade e minimiza o ruído ambiente durante a operação em baixa velocidade. <strong>Compressor Digital Inverter- 10 anos de garantia no compressor :</strong> O Ar-Condicionado Samsung tema tecnologia Digital Inverter que, além de garantir eficiência energética e menos ruído, vem com 10 anos de garantia no compressor. <strong>Serpentina de Cobre- Resistência e durabilidade :</strong> A serpentina de cobre, presente na linha de Ar-Condicionado Samsung, oferece maior resistência e durabilidade. <strong>Design Simples- Instalação 45% mais rápida:</strong> Design modular simples e peso leve, para fácil instalação. Com apenas 2 parafusos e partes de encaixe, instale o ar-condicionado em um tempo 45% menor.","{""ciclo"":""Frio, Quente"",""marca"":""Samsung"",""tecnologia"":""Inverter"",""tipo"":""Split"",""voltagem"":""220 V""}","Frio, Quente",Samsung,,220 V,Inverter,Split,,,,Quente e Frio,Samsung,18000 Btus,220V,Inverter,Split,18000 BTUs,Não informado,"WindFree, Modo Good Sleep, Auto Clean, Compressor com silenciador, Serpentina de Cobre, Design Simples",Quente e Frio,Samsung,220V,Inverter,Split,18.000 BTUs
magazineluiza||080998600,Ar Condicionado,Ar-Condicionado de Janela Springer 18000 BTUs,"Ar Condicionado 18.000 BTUs Frio e Quente da Springer. Ar Condicionado de janela, refrigera, ventila, aquece e renova o ar, possui três velocidades e compressor rotativo. Tem ainda gabinete deslizante que facilita a instalação, direcionador de ar horizontal e baixo nível de ruído.","{""capacidade_de_refrigeracao"":""18000 BTUs"",""ciclo"":""Frio, Quente"",""marca"":""Springer"",""tipo"":""Janela""}","Frio, Quente",Springer,,,,Janela,18000 BTUs,,,Frio e Quente,Springer,18000 BTUs,Não informado,Não informado,Janela,18000 BTUs,três velocidades,"compressor rotativo, gabinete deslizante, direcionador de ar horizontal, baixo nível de ruído",Quente e Frio,Springer,220V,,Janela,18.000 BTUs
continentalcenter||010101005012122221,Ar Condicionado,Ar Condicionado Split Hi-Wall Inverter Consul 22000 BTUs Q/F 220V CBM22EBBNA,"Ar Condicionado Split Hi-Wall Inverter Consul 22000 BTUs Q/F 220V CBM22EBBNAMuito mais conforto térmico para todas as estações! Você sabia que com o Ar Condicionado Split Inverter você pode muito mais? A linha Maxi conta com muito mais economia e refrigeração máxima, trabalhando de forma inteligente com a tecnologia Inverter, economizando até 60%* de energia.Acompanhado pelos filtros HEPA e HD, o Ar Condicionado auxilia a deixar o ar da sua casa mais limpo, garantindo a qualidade do ar que você e a sua família merecem. Em dias de temperatura extrema, experimente utilizar o modo Super Turbo, o aparelho resfria ou aquece o ambiente mais rápido, proporcionando a temperatura ideal em menos tempo.Sua Classificação Energética é nota A, proporcionando ainda mais economia na sua conta de luz. Viu só como é o combo perfeito?! Está esperando o que para adquirir o novo Ar Condicionado Split Inverter da Consul? Experimente o melhor conforto térmico que a Consul pode te proporcionar. Especificações Técnicas:- Marca: Consul- Modelo: CBM22EB- Cor: Branco- Capacidade: 22000 BTUs- Ciclo: Quente/Frio- Voltagem: 220V- Classificação Energética: A- Modos de funcionamento: 4- Modo ventilar: Sim- Modo refrigerar: Sim- Modo aquecer: Sim- Número de funções: 10- Função sono bom: Sim- Função Swing: Sim- Função siga-me: Sim- Função Timer: Sim- Nível de Ruído: 48 dBa- Número de velocidades: 3- Vazão de ar: 1240 m3/h- Tecnologia: Inverter- Gás Refrigerante: R410a- Potência: 2.416W- Consumo aprox. de energia: 41.8 kWh- Frequência: 60 Hz- Selo INMETRO: Sim- Dimensões aprox. da unidade interna (LxAxP): 110 x 33 x 24 cm- Dimensões aprox. da unidade externa (LxAxP): 86 x 65 x 31 cm- Peso aprox. unidade interna/externa: 13kg / 67kg- Garantia: 12 meses- Garantia do compressor: 36 meses","{""capacidade_de_refrigeracao"":""22000 BTUs"",""ciclo"":""Frio, Quente"",""marca"":""Consul"",""tecnologia"":""Inverter"",""tipo"":""Split"",""voltagem"":""220 V""}","Frio, Quente",Consul,,220 V,Inverter,Split,22000 BTUs,,,QuenteFrio,Consul,2416W,220V,Inverter,Split Hi-Wall,22000 BTUs,3,"Inverter, Filtros HEPA e HD, Super Turbo, Classificação Energética A, Modo Sono, Função Swing, Função Siga-me, Timer",Quente e Frio,Consul,220V,Inverter,Split Hi-Wall,22.000 BTUs
lojacassolcenterlaroficial||2071176,Ar Condicionado,Ar Condicionado Split 30000btus Gwc30agexh-s3dn Branco Frio,"Ar Condicionado Split 30000 BTUs GWC30AGEXH-S3DN Branco Frio Gree Ar Condicionado G-Top Connection 30.000 Btu/h FRIO 220V Gree <p>O Ar Condicionado G-Top Connection 30.000 Btu/h FRIO 220V Gree oferece um poderoso desempenho de resfriamento, combinado com eficiência energética e tecnologia sustentável. Projetado para ambientes amplos, este aparelho proporciona conforto superior em todos os momentos.</p> Principais Características: Economia de Energia: Até 65% de economia no consumo energético, promovendo eficiência e redução de custos. Resfriamento Rápido: Até 45% mais rápido, garantindo conforto térmico imediato mesmo em espaços amplos. Condensadora com Proteção Anticorrosão: Maior durabilidade e resistência, ideal para enfrentar condições adversas. Serpentina em Cobre com Proteção Blue e Goldenfin: Tecnologia avançada para eficiência de transferência de calor e longa vida útil. Gás Refrigerante Ecológico: Compromisso com a sustentabilidade, utilizando um refrigerante de baixo impacto ambiental. Reinício Automático: Religamento automático na última temperatura programada em caso de queda de energia, assegurando continuidade no conforto. <p>O Ar Condicionado G-Top Connection 30.000 BTUs da Gree é a solução ideal para quem busca o máximo em resfriamento, eficiência e economia. Projetado para ambientes amplos, proporciona um ambiente fresco e agradável, independentemente das condições externas.</p> <p>Invista no conforto total com o Ar Condicionado Split 30000 BTUs GWC30AGEXH-S3DN Branco Frio Gree.</p>",,,,,,,,,,,Não informado,Gree,30000 BTUs,220V,Split,Frio,30000 Btuh,Não informado,"Economia de Energia, Resfriamento Rápido, Condensadora com Proteção Anticorrosão, Serpentina em Cobre com Proteção Blue e Goldenfin, Gás Refrigerante Ecológico, Reinício Automático",Frio,Gree,220V,,Split,30.000 BTUs
leveros3||2022303,Ar Condicionado,Ar-Condicionado Multi Split Inverter LG 24.000 BTUs (3x Evap HW Artcool 7.000) Quente/Frio 220V,"Ar-Condicionado Multi Split Inverter 3 Ambientes LG <p> O sistema de ar-condicionado Multi Split LG Artcool é uma solução confortável e elegante de refrigeração/aquecimento para sua casa. </p> <p> Economia de energia: A avançada tecnologia de inversor da LG apresenta alto desempenho com menor consumo de energia. Ela trará grandes reduções nos custos ao longo da vida útil do produto.</p> <p> Refrigeração rápida com sensores inteligentes: Além de um sensor de temperatura, a LG adicionou um sensor de pressão para oferecer um controle mais preciso e estável. Com isso, é possível atingir a temperatura alvo 30% mais rápido para refrigeração e 44% para aquecimento.</p> <p> Solução ideal para diversos cômodos: O sistema de distribuição múltipla oferece refrigeração e aquecimento em todos os cômodos, com a instalação de apenas uma unidade externa.</p> <p> Opção com múltipla tubulação: Uma única unidade externa pode comportar de duas a cinco unidades internas.</p> <p> Economia de espaço: O sistema de distribuição múltipla da LG não requer várias unidades externas para refrigerar todos os cômodos em sua casa. É preciso apenas uma unidade externa para atender a toda a casa.</p> <p> Controle de carga inteligente: A unidade externa de distribuição múltipla controle automaticamente a temperatura do ar liberado na casa, com base nas condições externas.</p> <p> IMPORTANTE: - A soma das capacidades das evaporadoras (unidade interna) do conjunto, não necessariamente se iguala à capacidade total da condensadora (unidade externa). Em caso onde todas as evaporadoras permaneçam ligadas simultaneamente, a capacidade da condensadora será distribuída entre elas conforme a necessidade de cada ambiente. </p><p>A quantidade de unidades internas leva-se em consideração a capacidade da unidade externa condensadora, em caso de dúvidas, verifique no catálogo disponível todas as possibilidades de combinações. </p> <p>Instalação não inclusa. </p> <br> Itens inclusos neste conjunto: 2 (Duas) Evaporadora HW Artcool 7.000 BTU/h, 1 (Uma) Condensadora 24.000 BTU/h, 2 (Dois) Controles remoto","{""marca"":""LG"",""tecnologia"":""Inverter"",""tipo"":""Multi Split"",""voltagem"":""220 V""}",,LG,,220 V,Inverter,Multi Split,,,,QuenteFrio,LG,24000 BTUs,220V,Inverter,Multi Split,24000 BTUs,Não informado,"Sensor de temperatura, Sensor de pressão",Quente e Frio,LG,200V,Inverter,Multi Split,24.000 BTUs
xstore||QCI108BB,Ar Condicionado,Ar Condicionado De Janela Mecânico Frio 10000 Btus Midea 127V,"<p><strong>Ar Condicionado De Janela Mecânico Frio 10.000 Btus Midea 127V</strong> <br> <br> O ar-condicionado de janela Springer Midea Mecânico utiliza fluido refrigerante ecológico R-410A, atóxico, não inflamável e não agride a camada de Ozônio. Possui sistema de renovação de ar, permitindo a troca do ar dissipando odores do ambiente, além de emitir um baixo nível de ruído. Possui classificação energética B. <br> <br> <strong>Atributos do Produto:</strong> <br> <br> Referência: QCI108BB <br> Código: QCI108BB <br> Código de Barras: 7898626572871 <br> Cor: Branco <br> Garantia: 12 Meses <br> Marca: Midea <br> Voltagem: 127V <br> Capacidade (BTU/h): 10.000 <br> <br> <strong>Detalhes e Especificações Técnicas:</strong> <br> <br> Fluído Refrigerante R-410A (Atóxico, não inflamável e não agride a camada de ozônio) <br> Sistema de renovação do ar <br> Classificação Energética B<br> Vazão (m3 h) 374 <br> Ciclo Frio <br> <br> <strong>Dimensões do produto:</strong> <br> <br> Altura: 32,5 cm <br> Largura: 46,0 cm <br> Comprimento: 44,0 cm <br> Peso: 25,0 Kg <br> <br> <strong>Conteúdo da Embalagem:</strong> <br> <br> 01 Ar Condicionado De Janela Mecânico Frio 10.000 Btus Midea 127V <br> 01 Manual de instruções <br> <br> <strong>Importante</strong> <br> <br> • Produtos de decoração não inclusos. Imagens meramente ilustrativas; <br> • As cores dos objetos podem sofrer alterações devido a luminosidade, configurações do monitor e até mesmo a percepção do usuário; <br> <br> *Os dados divulgados são de responsabilidade do fabricante/fornecedor.</p>","{""capacidade_de_refrigeracao"":""10000 BTUs"",""ciclo"":""Frio"",""marca"":""Springer"",""tipo"":""Janela"",""voltagem"":""127 V""}",Frio,Springer,,127 V,,Janela,10000 BTUs,,,Frio,Midea,10000 BTUs,127V,Mecânico,Janela,10000 BTUs,Não informado,Sistema de renovação de ar,Frio,Midea,110V,,Janela,10.000 BTUs
samsung||3654,Ar Condicionado,Ar-condicionado Split Inverter Samsung WindFree Connect Sem Vento 24.000 BTUs Frio AR24BVFAAWKNAZ 220V,"Ar Condicionado Split Inverter WindFree Connect Controle até o Vento Resfriamento no Modo WindFree - Sem vento Ao toque de um botão, tenha o máximo de conforto eliminando as correntes de vento geladas do seu ambiente. A Tecnologia WindFree mantém a temperatura ideal e dispersa o ar por meio de 23.000 microfuros gerando uma sensação mais agradável para você e sua família. Mais economia No modo WindFree, o compressor Digital Inverter garante uma eficiência energética ainda melhor e consegue atingir uma economia de até 77% de energia comparado aos modelos convencionais. Além disso possui 10 anos de garantia no compressor e é mais silencioso. Único com controle de gastos de energia Tenha o controle total dos gastos e consumo de energia em tempo real dos seu ar condicionado com a nova função SmartThings Energy Controle de qualquer lugar e com comando de voz Utilizando o app SmartThings, é possível ligar e desligar o WindFree Connect e controlar a temperatura. Tudo isso é possível também por comandos simples de voz. Compatível com Bixby, Amazon Alexa e Google Assistente. Resfriamento 43% mais rápido Com um design que tem maiores aberturas aliado ao poderoso compressor Digital Inverter, o ar climatizado alcança até 15m de distancia em linha reta, em menos tempo, resfriando o ambiente até 43% mais rápido. Filtro antibacteriano poderoso Filtro lavável que mantém o ar fresco e garante a limpeza da parte interna da unidade. Além de coletar pó, ele elimina até 99% de bactérias ao passarem por uma densa malha de filtro antibacteriana."" Freeze Wash Esterilize seu ar condicionado congelando 90% das bactérias do interior, diretamente pelo controle remoto ou smartthings","{""ciclo"":""Frio"",""marca"":""Samsung"",""tecnologia"":""Inverter"",""tipo"":""Split"",""voltagem"":""220 V""}",Frio,Samsung,,220 V,Inverter,Split,,,,Frio,Samsung,24000 BTUs,220V,Inverter,Split,24000 BTUs,Não informado,"WindFree, Controle de temperatura, Controle de energia, Comando de voz, Filtro antibacteriano, Freeze Wash",Frio,Samsung,220V,Inverter,Split,24.000 BTUs
dufrio||100261416,Ar Condicionado,Ar Condicionado Split Inverter Agratto Hi Wall Neo 18000 BTUs Quente Frio ICS18QFR4 - 220V,"O Ar Condicionado Split Inverter 18.000 BTUs da Agratto é o modelo ideal para quem busca por uma opção de ar-condicionado moderna, prática e econômica. Sendo hi-wall, com voltagem 220 e ciclo quente e frio, ele é perfeito para a refrigeração dos cômodos que possuem até 5 m2. Seu circuito inteligente para climatização faz com que a temperatura do ambiente se mantenha constante, evitando assim grandes picos de energia. Moderno e muito mais econômico, este modelo de ar condicionado Split também conta com ciclo de climatização inverter - tecnologia que pode gerar até 60% mais economia na energia elétrica.","{""capacidade_de_refrigeracao"":""18000 BTUs"",""ciclo"":""Frio, Quente"",""marca"":""Agratto"",""tecnologia"":""Inverter"",""tipo"":""Split"",""voltagem"":""220 V""}","Frio, Quente",Agratto,,220 V,Inverter,Split,18000 BTUs,,,Quente e Frio,Agratto,18000 BTUs,220V,Inverter,Split,Até 5 m²,Não informado,Circuito inteligente para climatização,Quente Frio,Agratto,220V,Inverter,Split,18.000 BTUs
magazineluiza||238213900,Ar Condicionado,Ar-condicionado Split TCL Inverter 24.000BTUs Quente e Frio Hi Wall T-Pro TAC-24CHTG1-INV,"O ar-condicionado Split TCL Hi Wall T-Pro TAC-24CHTG1-INV é a solução ideal para quem busca conforto térmico e economia de energia. Com tecnologia Inverter, ele garante o máximo de eficiência, reduzindo o consumo de energia.
Além disso, possui capacidade de refrigeração de 24.000BTU/h, que é ideal para ambientes de até 40m².
Com clico quente e frio, conta com filtro HD Silver Ion + Carvão ativado, função esterilização e refrigeração até 50% mais rápida. Conexão Wi-Fi e controle por comando de voz (necessita dispositivo inteligente com Google Assistente ou Alexa embutidos. Os comandos podem ser diferentes do controle remoto).
Com design exclusivo, é a opção ideal para quem busca um ar-condicionado eficiente, econômico e que ofereça o máximo de conforto.","{""marca"":""TCL"",""tecnologia"":""Inverter"",""tipo"":""Split""}",,TCL,,,Inverter,Split,,,,Quente e Frio,TCL,24000BTUs,Não informado,Inverter,Split,24000 BTUs,Não informado,"Filtro HD Silver Ion, Carvão ativado, função esterilização,  Conexão Wi-Fi, controle por comando de voz",Quente e Frio,TCL,220V,Inverter,Split, 24.000 BTUs 
wlvlumiar||FW05,Ar Condicionado,Ar Condicionado Split Inverter Hi Wall Agratto Liv Top 18000 BTUs Frio LCST18F-02I - 220V,"<p><strong>Ar Condicionado Split Inverter Hi Wall Agratto Liv Top 18000 BTUs Frio LCST18F-02I - 220V</strong></p><p>Climatização de alta qualidade, projetado para proporcionar conforto térmico em ambientes residenciais ou comerciais de médio porte. Destaca-se:</p><p><strong>Tecnologia Inverter</strong>: ajusta automaticamente a velocidade do compressor de acordo com a necessidade de refrigeração do ambiente. Isso significa que o compressor não precisa ligar e desligar constantemente, resultando em um consumo de energia mais eficiente e uma temperatura mais estável.</p><p><strong>Serpentina de Cobre</strong>: conhecida por sua durabilidade e eficiência na transferência de calor. Ela permite uma troca térmica mais eficaz, o que contribui para o desempenho geral do ar-condicionado, além de requerer menos manutenção ao longo do tempo.</p><p><strong>Gás Ecológico</strong>: utiliza um gás refrigerante que é ecologicamente correto, o que significa que possui um baixo potencial de agressão à camada de ozônio e um baixo impacto no aquecimento global. Isso é crucial para minimizar o impacto ambiental e atender às regulamentações ambientais mais rigorosas.</p><p>Seu design moderno. discreto, operação silenciosa, controle remoto com diversas funções, como timer e modo sleep, além de uma alta capacidade de refrigeração, tornando-o uma escolha ideal para proporcionar conforto térmico em diversos tipos de ambientes.</p><p><br></p><p>Imagens Meramente Ilustrativas.</p>","{""capacidade_de_refrigeracao"":""18000 BTUs"",""marca"":""Agratto"",""tecnologia"":""Inverter"",""tipo"":""Split"",""voltagem"":""220 V""}",,Agratto,,220 V,Inverter,Split,18000 BTUs,,,['Frio'],['Agratto'],['18000 BTUs'],['220V'],['Inverter'],['Split'],['18000 BTUs'],['Não informado'],"['Serpentina de Cobre', 'Gás Ecológico', 'Timer', 'Modo Sleep']",Frio,Agratto,220V,Inverter,Split,18.000 BTUs
leveros3||2013438,Ar Condicionado,Ar-Condicionado Multi Split Inverter LG 24.000 BTUs (3x Evap HW 9.000) Quente/Frio 220V,"Ar-Condicionado Multi Split Inverter 3 Ambientes LG <p> O sistema de ar-condicionado Multi Split LG é uma solução confortável e elegante de refrigeração/aquecimento para sua casa. </p> <p> Economia de energia: A avançada tecnologia de inversor da LG apresenta alto desempenho com menor consumo de energia. Ela trará grandes reduções nos custos ao longo da vida útil do produto.</p> <p> Refrigeração rápida com sensores inteligentes: Além de um sensor de temperatura, a LG adicionou um sensor de pressão para oferecer um controle mais preciso e estável. Com isso, é possível atingir a temperatura alvo 30% mais rápido para refrigeração e 44% para aquecimento.</p> <p> Solução ideal para diversos cômodos: O sistema de distribuição múltipla oferece refrigeração e aquecimento em todos os cômodos, com a instalação de apenas uma unidade externa.</p> <p> Opção com múltipla tubulação: Uma única unidade externa pode comportar de duas a cinco unidades internas.</p> <p> Economia de espaço: O sistema de distribuição múltipla da LG não requer várias unidades externas para refrigerar todos os cômodos em sua casa. É preciso apenas uma unidade externa para atender a toda a casa.</p> <p> Controle de carga inteligente: A unidade externa de distribuição múltipla controle automaticamente a temperatura do ar liberado na casa, com base nas condições externas.</p> <p>Instalação não inclusa. </p>","{""ciclo"":""Frio, Quente"",""marca"":""LG"",""tecnologia"":""Inverter"",""tipo"":""Multi Split"",""voltagem"":""220 V""}","Frio, Quente",LG,,220 V,Inverter,Multi Split,,,,Quente/Frio,LG,24000 BTUs,220V,Inverter,Multi Split,24000 BTUs,Não informado,"Sensor de Temperatura, Sensor de Pressão",Quente e Frio,LG,220V,Inverter,Multi Split,24.000 BTUs
leveros3||2030542,Ar Condicionado,Ar-Condicionado Multi Split Inverter LG 48.000 (2x Evap HW 9.000 + 1x Evap HW 12.000 + 2x Evap Cassete 1 Via 18.000) Quente/Frio 220V,"Ar-Condicionado Multi Split Inverter LG 5 Ambientes <p> O sistema de ar-condicionado Multi Split LG é uma solução confortável e elegante de refrigeração/aquecimento para sua casa. </p> Economia de energia: A avançada tecnologia de inversor da LG apresenta alto desempenho com menor consumo de energia. Ela trará grandes reduções nos custos ao longo da vida útil do produto. Refrigeração rápida: Além de um sensor de temperatura, a LG adicionou um sensor de pressão para oferecer um controle mais preciso e estável. Com isso, é possível atingir a temperatura alvo 30% mais rápido para refrigeração e 44% para aquecimento. App LG SmartThinQ <p>O aparelho conta com Wi-fi integrado** e pronto para usar| O aplicativo SmartThinQ pode ser baixado no seu smartphone bem rapidamente. Com ele, funções essenciais do seu LG Multi inverter podem ser controladas e monitoradas.</p> <p>Ligar e desligar, monitorar o consumo de energia, mudar a temperatura, velocidade de ventilação e movimentação da vane, por exemplo, são tarefas que podem ser acionadas na palma da mão. Sem contar que o app emite um aviso quando a limpeza dos filtros for necessária.</p> <p> **Wi-fi nativo apenas pra modelos (HW) Hight Wall e Cassete 1 via </p> <p> **Modelos Cassete 4 vias e Gallery possuem conexão via módulo opcional: PWFMDD200 </p> Confira outras vantagens: <p> Solução ideal para diversos cômodos: O sistema de distribuição múltipla oferece refrigeração e aquecimento em todos os cômodos, com a instalação de apenas uma unidade externa.</p> <p> Opção com múltipla tubulação: Uma única unidade externa pode comportar de duas a cinco unidades internas.</p> <p> Economia de espaço: O sistema de distribuição múltipla da LG não requer várias unidades externas para refrigerar todos os cômodos em sua casa. É preciso apenas uma unidade externa para atender a toda a casa.</p> <p> Controle de carga inteligente: A unidade externa de distribuição múltipla controle automaticamente a temperatura do ar liberado na casa, com base nas condições externas.</p> <p> IMPORTANTE: - A soma das capacidades das evaporadoras (unidade interna) do conjunto, não necessariamente se iguala à capacidade total da condensadora (unidade externa). Em caso onde todas as evaporadoras permaneçam ligadas simultaneamente, a capacidade da condensadora será distribuída entre elas conforme a necessidade de cada ambiente. </p> <p>A quantidade de unidades internas leva-se em consideração a capacidade da unidade externa condensadora, em caso de dúvidas, verifique no catálogo disponível todas as possibilidades de combinações. </p> <br> Itens inclusos neste conjunto: 2 (Duas) Evaporadoras HW 9.000 BTU/h 1 (Uma) Evaporadora HW 12.000 BTU/H 2 (Duas) Evaporadoras Cassete 1 Via 18.000 BTU/h 5 (Cinco) Controles remoto 1 (Uma) Condensadora 48.000 BTU/h, Painéis das evaporadoras (Cassete). .","{""ciclo"":""Frio, Quente"",""marca"":""LG"",""tecnologia"":""Inverter"",""tipo"":""Multi Split Cassete"",""voltagem"":""220 V""}","Frio, Quente",LG,,220 V,Inverter,Multi Split Cassete,,,,Quente/Frio,LG,48000 BTUs,220V,Inverter,Multi Split,48000 BTUs,Não informado,"Wi-Fi, Controle por aplicativo, Sensor de temperatura, Sensor de pressão",Quente e Frio,LG,220V,Inverter,Multi Split,48.000 BTUs
centralar||3262,Ar Condicionado,Ar Condicionado Split Hw Inverter Xtreme Save Connect Springer Midea 12000 Btus Frio 220V 42AGVCI12M5,"Ar Condicionado Split Hw Inverter Xtreme Save Connect Springer Midea 12000 Btus Frio 220V 42AGVCI12M5 Para quem busca o melhor em climatização rápida, silenciosa e moderna para pequenos ambientes, o Ar Condicionado Split Hw Inverter Xtreme Save Connect Springer Midea 12000 Btus Frio 220V 42AGVCI12M5 pode ser o aparelho ideal. Equipado com as tecnologias mais inovadoras de conectividade, a linha pode oferecer conforto térmico e economia em um equipamento inteligente e controlado à distância. Agora, ajustar o seu ar-condicionado remotamente nunca foi tão fácil. Além disso, também apresenta funções turbinadas, para oferecer um serviço de qualidade, refrigerando o ambiente todo com dois climas. Características técnicas O ar-condicionado Springer Midea Inverter Xtreme Save Connect está disponível em várias capacidades, mas essa é especial para quem procura um equipamento com menor potência, mas sem abrir mão da tecnologia. Seu controle apresenta a tecnologia INVERTER Quattro, que garante alta eficiência com um menor consumo de energia. Seu processador Alpha Core da 4° geração permite que o compressor atinja uma maior faixa de rotação, com melhor aproveitamento de energia e estabilidade de temperatura. A frequência pode subir até 65 Hz em 6 segundos, e sua serpentina de cobre assegura uma maior durabilidade para o equipamento. Benefícios do ar-condicionado Split Inverter Xtreme Save Connect Além de características técnicas inovadoras, o Ar Condicionado Split Hw Inverter Xtreme Save Connect Springer Midea 12000 Btus Frio 220V 42AGVCI12M5 também traz uma série de vantagens para o usuário: Controle à distância Com a nova tecnologia MSmartLife, você poderá controlar o seu ar-condicionado pelo celular, com um aplicativo gratuito que possibilita alterar a temperatura, configurações de clima e temporizador remotamente. Ainda, você também pode integrar seu aplicativo com assistentes virtuais, como Google e Alexa, para ligar, desligar e ajustar o seu aparelho com simples comandos de voz. Função Eco Noite Com a linha Split Inverter Xtreme, também temos a função Eco Noite, que ative a economia de energia durante o período noturno, podendo economizar até 60% quando comparado aos produtos convencionais. Tudo isso sem perder a eficiência ou prejudicar a climatização do ambiente. Active Clean A função Active Clean é uma novidade especial proposta pelo Ar Condicionado Split Hw Inverter Xtreme Save Connect Springer Midea 12000 Btus Frio 220V 42AGVCI12M5, que permite eliminar poeiras, mofos e outros componentes que causam odores no seu aparelho. Com isso, o ambiente aproveita a climatização ideal sem sujeiras, além de permitir que o evaporador funcione sem congestionar a unidade. Além disso, com o Active Clean, a manutenção fica muito mais fácil. Inclusive, a linha Split Inverter Xtreme Save Connect também avisa a hora de trocar o filtro! Assim você aproveita sem precisar se preocupar. Por que o ar-condicionado Split Inverter Xtreme Save Connect vale a pena? Para quem procura uma opção simples, mas potente, o Ar Condicionado Split Hw Inverter Xtreme Save Connect Springer Midea 12000 Btus Frio 220V 42AGVCI12M5 é a escolha ideal. Ele é capaz de refrescar pequenos cômodos de maneira eficiente, silenciosa e limpa, para que você aproveite o melhor da tecnologia de climatização. E, claro, tudo isso de maneira acessível, fácil instalação, manutenção e configuração. Dessa forma, você poderá controlar seu ar-condicionado de onde quiser, como quiser.","{""capacidade_de_refrigeracao"":""12000 BTUs"",""marca"":""Springer"",""tecnologia"":""Inverter"",""tipo"":""Split"",""voltagem"":""220 V""}",,Springer,,220 V,Inverter,Split,12000 BTUs,,,Frio,Midea,12000 Btus,220V,Inverter,Split,12000 Btus,Não informado,"Controle por aplicativo, Função Eco Noite, Função Active Clean, Integração com assistentes virtuais (Google e Alexa)",Frio,Springer Midea,220V,Inverter,Split,12.000 BTUs
